,GROUP_VALUE,FG_PCT,FG3_PCT,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,4Q_FG_PCT,4Q_FG3_PCT,4Q_FT_PCT,4Q_OREB,4Q_DREB,4Q_REB,4Q_AST,4Q_TOV,4Q_STL,4Q_BLK,PO_FG_PCT,PO_FG3_PCT,PO_FT_PCT,PO_OREB,PO_DREB,PO_REB,PO_AST,PO_TOV,PO_STL,PO_BLK,SC_FG_PCT,SC_FG3_PCT,SC_FT_PCT,SC_OREB,SC_DREB,SC_REB,SC_AST,SC_TOV,SC_STL,SC_BLK,PERSON_ID,DISPLAY_FIRST_LAST
2486,2014-15,0.572,0.0,0.786,2.7,6.0,8.7,0.5,1.4,0.4,1.2,0.513,0.0,0.826,0.5,1.1,1.6,0.0,0.2,0.1,0.2,0.5,0.0,0.875,2.3,7.0,9.3,0.5,1.0,0.5,0.3,0.5,0.0,0.0,0.1,0.1,0.2,0.0,0.1,0.0,0.1,202685,Jonas Valanciunas
2487,2015-16,0.565,0.0,0.761,3.1,6.1,9.1,0.7,1.4,0.4,1.3,0.588,0.0,0.721,0.7,1.4,2.0,0.2,0.2,0.1,0.2,0.567,0.0,0.744,4.0,6.8,10.8,0.9,1.5,0.8,1.2,0.435,0.0,0.0,0.1,0.1,0.2,0.0,0.1,0.0,0.1,202685,Jonas Valanciunas
2488,2016-17,0.557,0.5,0.811,2.8,6.7,9.5,0.7,1.3,0.5,0.8,0.595,0.0,0.806,0.9,1.5,2.4,0.2,0.4,0.0,0.2,0.543,0.0,0.727,0.9,5.8,6.7,0.2,1.3,0.2,0.6,0.481,0.0,0.0,0.1,0.1,0.3,0.0,0.1,0.0,0.0,202685,Jonas Valanciunas
2489,2016-17,0.354,0.351,0.778,0.2,2.5,2.6,1.1,0.9,0.5,0.1,0.398,0.381,0.714,0.1,1.2,1.3,0.5,0.4,0.2,0.1,0.333,0.25,0.0,0.0,2.0,2.0,0.5,0.5,0.0,0.3,0.368,0.357,0.0,0.0,0.1,0.1,0.2,0.1,0.0,0.0,1627756,Denzel Valentine
2490,2016-17,0.351,0.379,0.818,0.1,1.0,1.1,0.9,0.4,0.4,0.1,0.352,0.389,0.941,0.1,0.6,0.6,0.6,0.3,0.4,0.1,0.667,0.4,0.0,0.0,0.1,0.1,0.6,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,1627832,Fred VanVleet
2491,2004-05,0.513,0.0,0.535,2.0,2.7,4.8,0.5,0.5,0.8,0.7,0.553,0.0,0.524,0.9,1.0,1.9,0.2,0.1,0.4,0.2,,,,,,,,,,,,,,,,,,,,,2760,Anderson Varejao
2492,2005-06,0.527,0.0,0.513,1.6,3.3,4.9,0.4,0.6,0.6,0.4,0.423,0.0,0.545,0.5,1.5,2.0,0.1,0.2,0.2,0.2,0.62,0.0,0.703,1.4,3.1,4.5,0.2,0.5,0.7,0.2,,,,,,,,,,,2760,Anderson Varejao
2493,2006-07,0.476,0.0,0.616,2.4,4.4,6.7,0.9,0.8,0.9,0.6,0.515,0.0,0.607,0.8,1.5,2.3,0.3,0.2,0.3,0.3,0.511,0.0,0.563,2.3,3.7,6.0,0.6,1.0,1.1,0.6,,,,,,,,,,,2760,Anderson Varejao
2494,2007-08,0.461,0.0,0.598,2.8,5.5,8.3,1.1,1.2,0.8,0.5,0.438,0.0,0.552,0.8,1.4,2.2,0.2,0.2,0.2,0.2,0.407,0.0,0.429,1.5,3.6,5.2,0.7,0.7,0.6,0.1,,,,,,,,,,,2760,Anderson Varejao
2495,2008-09,0.536,0.0,0.616,2.0,5.1,7.2,1.0,1.0,0.9,0.8,0.674,0.0,0.571,0.5,1.5,2.1,0.1,0.2,0.3,0.3,0.5,0.0,0.682,2.9,3.5,6.4,0.6,1.1,1.3,1.1,,,,,,,,,,,2760,Anderson Varejao
