,PERSON_ID,Q1_FGA,Q4_FGA,Q1_FG_PCT,Q4_FG_PCT,CD_2ft_FGA,CD_4ft_FGA,CD_6ft_FGA,CD_open_FGA,CD_2ft_FG_PCT,CD_4ft_FG_PCT,CD_6ft_FG_PCT,CD_open_FG_PCT,Drib_0_FGA,Drib_1_FGA,Drib_2_FGA,Drib_3_FGA,Drib_7_FGA,Drib_0_FG_PCT,Drib_1_FG_PCT,Drib_2_FG_PCT,Drib_3_FG_PCT,Drib_7_FG_PCT,SC_24_FGA,SC_22_FGA,SC_18_FGA,SC_15_FGA,SC_7_FGA,SC_4_FGA,SC_0_FGA,SC_24_FG_PCT,SC_22_FG_PCT,SC_18_FG_PCT,SC_15_FG_PCT,SC_7_FG_PCT,SC_4_FG_PCT,SC_0_FG_PCT,TT_2_FGA,TT_6_FGA,TT_long_FGA,TT_2_FG_PCT,TT_6_FG_PCT,TT_long_FG_PCT
Drib_7_FGA,-0.1217498890136127,0.4225695706116754,0.5987799372861123,0.04880127918637403,-0.007457195737241169,0.40901970284590816,0.570259235204325,0.6064975368343849,0.1517847101063778,-0.0007422104350987906,-0.06959608694429018,0.014050178868316245,0.07723233923791106,-0.15431857722011336,0.11936049133905893,0.33100733376074326,0.8177253164920749,1.0,-0.01995666458047924,-0.047467321375317735,0.1319780695052396,0.17004630980800434,0.07070275359763614,-0.05595029094918725,0.5869741353102983,0.6706717386656444,0.4472639787006018,0.4193577905450318,0.5326247221352145,0.5513355876332021,-0.016919709817665118,-0.08466486534728897,0.06702386689722747,0.08513398242534212,-0.005664685673147358,-0.05680821867614623,-0.09801248369966165,-0.1140771435603534,0.5907596747760365,0.9858060118929493,-0.024155510000746068,0.19052706308175396,0.18811122008925152
Drib_0_FG_PCT,-0.18696107005996354,0.30729894100397775,0.11885285466795026,0.4985119095050559,0.6407720828128962,0.4279120171713945,0.3289877279270703,0.09232708170885684,0.026831983583567098,0.5128354085867325,0.6582514053164634,0.6810876684354481,0.594863638230427,0.3572199719062908,0.32723226137118944,0.1946073104955718,0.0626109764326643,-0.01995666458047924,1.0,0.24749894419767737,0.1393423888152887,0.28500187505055735,0.05970958296913853,0.5329894091746973,0.10761028112158562,0.17913253296526635,0.2794937658623351,0.22154941983456136,0.16447270001456366,0.08290009682752457,0.403547928312777,0.5772843399240817,0.5294788557210315,0.7355009110982608,0.46025116296671187,0.38384169397100604,0.2405987841087581,0.34656279270232143,0.1828483085777308,0.025902116478746563,0.9520597496782234,0.2837416480084878,0.12019592886188159
Drib_1_FG_PCT,-0.09939422920354563,0.13105550483646733,0.05887875448416358,0.2829736353495207,0.41359942409927614,0.19516416188954805,0.12186615399104778,0.034066871825901276,0.01964445613132814,0.2505554067591219,0.4097981080943612,0.30978541104885443,0.23569606851247413,0.1691913178532634,0.1587677225062529,0.06157506447057419,0.022914820382952016,-0.047467321375317735,0.24749894419767737,1.0,-0.021129806435647786,0.13857983644133243,0.07989350085702268,0.23378053633340778,0.05602983208022311,0.06771837624756086,0.11386606935092675,0.08726861287293959,0.04923439060941583,0.02174834691539213,0.179887896721503,0.3967356062149196,0.27586776812068753,0.3289823704109183,0.21880217325884332,0.07990173911888501,0.24764249575656475,0.1639533157829486,0.07158701023614622,-0.019107743601960034,0.40292195454675506,0.37769291112524883,0.0991162845594762
Drib_2_FG_PCT,-0.07130607792478269,0.12843805779543277,0.15436498216887623,0.32280467600987617,0.12374927458526296,0.163413800383957,0.17774481622518595,0.13606248568352722,0.04728268762794168,0.37222336085492597,0.2827783977616891,0.13072871836645544,0.052301622775898574,0.05219524860228049,0.13368192041646254,0.15391586071136915,0.1734746311044735,0.1319780695052396,0.1393423888152887,-0.021129806435647786,1.0,0.22988335917353028,0.09497789674057726,0.04930560709866407,0.13018675229857582,0.12005951154069006,0.1729101500015702,0.14182602176077896,0.14624437710056487,0.08228851429101348,0.10265503756014958,0.06013873541708101,0.21125811423911034,0.21822256487869346,0.2809853138835588,0.17593992878942222,0.08758811435766925,0.06804665987044911,0.17614285465033483,0.14227505655074293,0.15822912596491318,0.45232795295464073,0.11288113296494019
Drib_3_FG_PCT,-0.06348933770048625,0.23527367308478878,0.2310190673962176,0.3746043937495259,0.33073705431369943,0.28805488065473067,0.29771538177391377,0.21612617943063625,0.10986225583845523,0.42131937015626936,0.32308595650019145,0.3693426535185157,0.2719773249936004,0.1361553562166566,0.22231126527342499,0.2566265824446846,0.285810043278336,0.17004630980800434,0.28500187505055735,0.13857983644133243,0.22988335917353028,1.0,0.032385008484485944,0.20703219508049173,0.2614004656401767,0.2481161508334413,0.2520564656110182,0.22771539397938848,0.22504486773175236,0.13919862322981794,0.2053845960040278,0.2931042913450707,0.21070253766643618,0.43166134495019826,0.29482162287194935,0.1218010748186656,0.26138152466209164,0.15168694890164,0.2991795991246435,0.19303801553719765,0.27764405986805807,0.7244255795623417,0.24432336594522155
Drib_7_FG_PCT,-0.12831560263325056,0.08866345082303895,0.09025093083884662,0.029510853641319265,0.1282252012355629,0.09566377930521008,0.12735145193816022,0.09540864347592397,-0.0330684855784938,0.09014753761094906,0.13101273972212707,0.11232692902965066,0.08809515297503674,0.05407646355457313,0.07896635682437007,0.08453389301050158,0.0854739145161309,0.07070275359763614,0.05970958296913853,0.07989350085702268,0.09497789674057726,0.032385008484485944,1.0,0.06122352994193733,0.07842494306395441,0.12899349562989634,0.09540077730541537,0.054290013317605454,0.04823633586027217,0.02583930697723476,-0.03210769071708023,0.11050661504777064,0.14657347013770872,0.15339153679092052,0.08200715060115008,0.07935489709912187,0.008601869090442235,0.04866229783192504,0.10635337879185902,0.07745991714601226,0.07533303328334219,0.1107524316069017,0.5263020957027287
SC_24_FGA,-0.18621623263254602,0.5757289913398383,0.27598111082873406,0.3908511258679015,0.4086104878866993,0.6772729153486736,0.5222383517776378,0.24695549239288048,0.2620989997573019,0.3412984916436204,0.45418201023358606,0.4484424461471871,0.3797444344089655,0.6925093925800179,0.5782947129873748,0.37319627754423584,0.10201594492155794,-0.05595029094918725,0.5329894091746973,0.23378053633340778,0.04930560709866407,0.20703219508049173,0.06122352994193733,1.0,0.252689308080144,0.3420996156425582,0.5039036772591995,0.39147076271494746,0.2610238198660681,0.1856053551651427,0.13489513541679823,0.44364180087380384,0.3153790380721203,0.45775314064184414,0.3285173810127354,0.2214534118252777,0.2022718208535412,0.6551255679096774,0.35317517231355944,0.01490750028261056,0.5877255108381922,0.16756702631295467,0.11236323590076484
SC_22_FGA,-0.1973116423529096,0.6554258823558646,0.7088226775563213,0.18338541794156157,0.027005640583771015,0.5315059815416309,0.709975925965133,0.8081143550952133,0.5081716012395153,0.13407487935268364,0.03685293695741912,0.04891138286505309,0.1696284298567481,0.37438871912425237,0.5260105888280748,0.6316608676894657,0.755262323925921,0.5869741353102983,0.10761028112158562,0.05602983208022311,0.13018675229857582,0.2614004656401767,0.07842494306395441,0.252689308080144,1.0,0.7874870725892693,0.6440632743195104,0.4732520442710171,0.4548354246996791,0.6316850579034284,0.04085978165786095,0.028415323889178907,0.06049291545705618,0.08402082369719702,0.0660573346614421,0.060806881504109594,0.045196881441605094,0.4554394946617739,0.7140795934118591,0.619569287494736,0.11986670312293765,0.2574818772649509,0.16051975817284084
SC_18_FGA,-0.26911987269986803,0.8078830542825836,0.7934556757571977,0.20698507425889864,0.09856290925232486,0.6931211789326271,0.8535767565863142,0.8695927936052072,0.573377246926049,0.18775236557156533,0.11114513107387099,0.10314419195739649,0.21038373972474086,0.503718336284204,0.6424486394802018,0.7186648611621002,0.777854758279392,0.6706717386656444,0.17913253296526635,0.06771837624756086,0.12005951154069006,0.2481161508334413,0.12899349562989634,0.3420996156425582,0.7874870725892693,1.0,0.8360295284337804,0.6326385090073883,0.5615736451685039,0.6295057417894788,0.027066183802910086,0.06893586402506169,0.13809900398162622,0.2084358387795886,0.14513292707064818,0.06178030645947545,0.001461971879910528,0.5505186968279612,0.8176024052278801,0.7136490853004916,0.1935126953806745,0.2666749366385496,0.2238837715385704
SC_15_FGA,-0.2988599526544037,0.9093521605658162,0.7948573705592569,0.3077778311406882,0.1339584104695748,0.811114830616553,0.9276471205405706,0.8558896375187804,0.6559040847919738,0.25783381328972377,0.2126539571616022,0.1648474504603309,0.2158749692994932,0.7197275551679831,0.8451277999459837,0.868267483841879,0.7072361438950234,0.4472639787006018,0.2794937658623351,0.11386606935092675,0.1729101500015702,0.2520564656110182,0.09540077730541537,0.5039036772591995,0.6440632743195104,0.8360295284337804,1.0,0.8631381509809715,0.715142899789113,0.6209459106720419,0.09235037364887169,0.1629729221350196,0.17511036759280732,0.3014075268491671,0.2370628720132337,0.1338647993878457,0.04346025637323636,0.7511159851531483,0.8860285071151909,0.5309691838093705,0.306042240923565,0.29726824642412886,0.18108932911827344
SC_7_FGA,-0.27314597194330364,0.7779142780229622,0.70563852094342,0.2553791113478718,0.08090890132110512,0.704360427187488,0.7982613881379503,0.7543326047664127,0.5897352979439047,0.18759031111554259,0.1664570434750743,0.09941277979830408,0.15360806509180175,0.5716306104012314,0.731632642308019,0.7817127364947667,0.669402314585778,0.4193577905450318,0.22154941983456136,0.08726861287293959,0.14182602176077896,0.22771539397938848,0.054290013317605454,0.39147076271494746,0.4732520442710171,0.6326385090073883,0.8631381509809715,1.0,0.8436638226917433,0.5729334725865728,0.0780638947716939,0.15097766750531488,0.13091386134593935,0.27338418220688293,0.1689412482402101,0.10810267225234207,-0.0453991702239907,0.5777023216912746,0.826402120446454,0.5098730046029842,0.254570154485023,0.2641301137552358,0.1313090143217991
