,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,PERSON_ID,SEASON_ID,AOP_FGA,AOP_FG_PCT,Bank_FGA,Bank_FG_PCT,DUNK_FGA,DUNK_FG_PCT,FADE_FGA,FADE_FG_PCT,FGR_FGA,FGR_FG_PCT,HOOK_FGA,HOOK_FG_PCT,JS_FGA,JS_FG_PCT,LAY_FGA,LAY_FG_PCT,TIP_FGA,TIP_FG_PCT
119,1504,2003-04,0,0.0,1,1.0,2,0.0,2,0.5,0,0.0,3,0.33300000000000002,27,0.222,99,0.57599999999999996,8,0.875
120,1902,2003-04,0,0.0,2,1.0,66,0.93899999999999995,1,0.0,3,1.0,7,0.57099999999999995,98,0.255,162,0.56799999999999995,27,0.44400000000000001
121,1762,2003-04,0,0.0,0,0.0,4,0.75,0,0.0,0,0.0,0,0.0,30,0.23300000000000001,14,0.35699999999999998,0,0.0
122,296,2003-04,0,0.0,6,0.83299999999999996,1,1.0,0,0.0,0,0.0,1,1.0,123,0.317,60,0.53300000000000003,1,0.0
123,1502,2003-04,1,1.0,5,0.80000000000000004,8,1.0,0,0.0,1,1.0,32,0.625,51,0.27500000000000002,37,0.56799999999999995,10,0.20000000000000001
124,2499,2003-04,1,1.0,0,0.0,5,0.80000000000000004,0,0.0,0,0.0,0,0.0,117,0.39300000000000002,16,0.75,1,1.0
125,1883,2003-04,11,0.81799999999999995,9,0.77800000000000002,43,0.85999999999999999,44,0.47699999999999998,5,0.80000000000000004,2,0.0,794,0.33600000000000002,266,0.52300000000000002,7,0.42899999999999999
126,2429,2003-04,19,0.84199999999999997,7,0.71399999999999997,80,0.90000000000000002,1,1.0,1,1.0,33,0.48499999999999999,115,0.374,102,0.441,24,0.375
127,2558,2003-04,0,0.0,0,0.0,0,0.0,2,0.0,1,0.0,0,0.0,69,0.28999999999999998,16,0.313,0,0.0
128,708,2003-04,20,0.90000000000000002,38,0.84199999999999997,113,0.98199999999999998,54,0.70399999999999996,12,0.83299999999999996,23,0.56499999999999995,1228,0.44500000000000001,213,0.54000000000000004,28,0.42899999999999999
129,2200,2003-04,20,0.94999999999999996,7,0.71399999999999997,124,0.91900000000000004,3,0.66700000000000004,3,1.0,121,0.61199999999999999,534,0.36499999999999999,256,0.46100000000000002,33,0.45500000000000002
130,1904,2003-04,6,0.66700000000000004,1,1.0,36,0.88900000000000001,5,0.59999999999999998,0,0.0,3,0.33300000000000002,449,0.34999999999999998,70,0.52900000000000003,14,0.5
131,383,2003-04,0,0.0,5,0.59999999999999998,2,1.0,4,0.75,4,1.0,2,0.0,417,0.35699999999999998,120,0.49199999999999999,3,0.33300000000000002
132,1938,2003-04,3,0.33300000000000002,8,0.75,24,0.83299999999999996,33,0.36399999999999999,16,0.625,11,0.54500000000000004,483,0.33300000000000002,248,0.53200000000000003,7,0.14299999999999999
133,1921,2003-04,0,0.0,3,1.0,11,0.81799999999999995,6,0.33300000000000002,5,0.80000000000000004,0,0.0,580,0.40300000000000002,126,0.54800000000000004,2,0.0
134,1901,2003-04,2,1.0,3,1.0,21,0.95199999999999996,4,0.5,4,1.0,2,0.5,367,0.29999999999999999,180,0.47799999999999998,15,0.59999999999999998
135,2400,2003-04,6,0.66700000000000004,3,0.33300000000000002,47,0.89400000000000002,15,0.46700000000000003,3,0.66700000000000004,101,0.59399999999999997,495,0.374,173,0.44500000000000001,30,0.433
136,258,2003-04,0,0.0,4,0.75,34,0.82399999999999995,1,1.0,0,0.0,10,0.29999999999999999,426,0.42699999999999999,121,0.52100000000000002,23,0.56499999999999995
137,270,2003-04,0,0.0,1,1.0,2,1.0,1,1.0,0,0.0,4,0.25,148,0.33800000000000002,61,0.55700000000000005,9,0.55600000000000005
138,2584,2003-04,2,1.0,5,0.80000000000000004,10,0.59999999999999998,3,1.0,10,0.90000000000000002,2,0.5,246,0.35399999999999998,88,0.443,1,1.0
139,339,2003-04,0,0.0,2,1.0,5,1.0,2,0.5,0,0.0,8,0.375,142,0.28199999999999997,41,0.46300000000000002,9,0.33300000000000002
140,2409,2003-04,8,0.75,0,0.0,17,0.94099999999999995,0,0.0,0,0.0,2,0.5,36,0.30599999999999999,16,0.438,3,0.33300000000000002
141,1032,2003-04,4,0.75,0,0.0,24,0.79200000000000004,0,0.0,0,0.0,1,0.0,27,0.37,21,0.33300000000000002,3,0.33300000000000002
142,1888,2003-04,3,0.33300000000000002,5,1.0,21,0.90500000000000003,9,0.66700000000000004,5,0.59999999999999998,4,0.25,834,0.39800000000000002,299,0.58199999999999996,3,0.33300000000000002
143,1985,2003-04,1,1.0,3,1.0,8,1.0,1,1.0,0,0.0,1,1.0,22,0.54500000000000004,59,0.47499999999999998,5,0.40000000000000002
144,2580,2003-04,1,1.0,0,0.0,7,1.0,2,0.5,1,1.0,0,0.0,94,0.27700000000000002,23,0.435,5,0.40000000000000002
145,358,2003-04,0,0.0,10,0.90000000000000002,2,0.5,3,0.33300000000000002,7,0.85699999999999998,10,0.59999999999999998,548,0.39400000000000002,110,0.45500000000000002,5,0.59999999999999998
146,1723,2003-04,1,1.0,2,1.0,3,1.0,6,0.83299999999999996,1,1.0,5,1.0,239,0.36399999999999999,157,0.60499999999999998,8,0.625
147,1733,2003-04,1,1.0,0,0.0,66,0.98499999999999999,34,0.67600000000000005,4,1.0,10,0.5,596,0.39900000000000002,209,0.45500000000000002,26,0.61499999999999999
148,970,2003-04,0,0.0,0,0.0,1,1.0,3,1.0,0,0.0,11,0.63600000000000001,124,0.35499999999999998,63,0.746,4,0.5
149,446,2003-04,2,1.0,1,1.0,0,0.0,9,0.66700000000000004,2,1.0,1,0.0,406,0.36899999999999999,48,0.68799999999999994,6,0.33300000000000002
150,2078,2003-04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,117,0.376,40,0.625,0,0.0
151,2051,2003-04,4,0.75,1,1.0,26,0.73099999999999998,1,0.0,4,0.75,13,0.53800000000000003,99,0.313,59,0.50800000000000001,6,0.66700000000000004
152,2617,2003-04,3,1.0,2,0.0,31,0.90300000000000002,0,0.0,0,0.0,20,0.20000000000000001,233,0.35599999999999998,147,0.55100000000000005,19,0.52600000000000002
153,2239,2003-04,0,0.0,4,0.75,6,1.0,4,0.5,0,0.0,3,0.33300000000000002,306,0.435,55,0.56399999999999995,11,0.54500000000000004
154,2553,2003-04,2,1.0,10,0.80000000000000004,21,0.95199999999999996,14,1.0,2,1.0,6,0.66700000000000004,520,0.33300000000000002,144,0.54900000000000004,6,0.5
155,2217,2003-04,0,0.0,5,1.0,69,0.95699999999999996,8,0.625,0,0.0,54,0.68500000000000005,160,0.28100000000000003,103,0.495,14,0.71399999999999997
156,673,2003-04,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,2,0.0,10,0.40000000000000002,4,0.75,6,0.5
