,0,1,2,3,4,5,6,7,8,9
0,PERSON_ID,SEASON,0D_FQ,0D_FG_PCT,1D_FQ,1D_FG_PCT,2D_FQ,2D_FG_PCT,3D_FQ,3D_FG_PCT
644,2743,2014-15,0.785,0.494,0.141,0.397,0.054,0.417,0.018,0.375
645,201586,2014-15,0.836,0.482,0.092,0.431,0.051,0.475,0.021,0.563
646,2738,2014-15,0.518,0.443,0.191,0.548,0.098,0.542,0.154,0.4
647,101141,2014-15,0.77,0.49,0.134,0.425,0.064,0.371,0.031,0.588
648,204060,2014-15,0.547,0.404,0.156,0.418,0.125,0.477,0.153,0.426
649,202681,2014-15,0.225,0.502,0.075,0.484,0.086,0.41,0.27,0.457
650,101127,2014-15,0.167,0.37,0.109,0.398,0.116,0.362,0.242,0.469
651,202704,2014-15,0.182,0.376,0.059,0.525,0.094,0.441,0.276,0.474
652,2544,2014-15,0.247,0.529,0.118,0.577,0.11,0.482,0.262,0.461
653,2744,2014-15,0.52,0.515,0.366,0.453,0.072,0.37,0.04,0.475
654,203928,2014-15,0.71,0.445,0.161,0.52,0.077,0.583,0.052,0.25
655,2210,2014-15,0.567,0.481,0.149,0.458,0.176,0.333,0.099,0.406
656,203098,2014-15,0.636,0.492,0.212,0.524,0.071,0.429,0.071,0.429
657,201943,2014-15,0.215,0.491,0.076,0.317,0.067,0.389,0.25,0.385
658,201973,2014-15,0.687,0.483,0.175,0.348,0.114,0.372,0.024,0.444
659,101161,2014-15,0.724,0.606,0.151,0.538,0.06,0.419,0.062,0.438
660,203187,2014-15,0.734,0.407,0.123,0.526,0.058,0.0,0.084,0.462
661,201949,2014-15,0.363,0.552,0.163,0.662,0.195,0.615,0.215,0.616
662,2207,2014-15,0.341,0.409,0.087,0.432,0.117,0.534,0.28,0.466
663,203910,2014-15,0.44,0.424,0.173,0.308,0.16,0.25,0.133,0.3
664,204020,2014-15,0.428,0.394,0.157,0.5,0.127,0.381,0.193,0.531
665,202325,2014-15,0.589,0.456,0.184,0.378,0.119,0.366,0.103,0.31
666,2563,2014-15,0.571,0.333,0.143,0.667,0.19,0.0,0.048,0.0
667,2592,2014-15,0.826,0.38,0.104,0.286,0.055,0.364,0.01,0.0
668,203093,2014-15,0.532,0.563,0.259,0.545,0.091,0.519,0.108,0.313
669,203103,2014-15,0.543,0.37,0.136,0.36,0.163,0.567,0.141,0.385
670,201599,2014-15,0.876,0.707,0.099,0.788,0.015,0.375,0.01,0.6
671,202366,2014-15,0.81,0.544,0.095,0.625,0.048,0.25,0.036,0.667
672,202709,2014-15,0.242,0.586,0.154,0.429,0.127,0.558,0.262,0.458
673,2549,2014-15,0.61,0.532,0.19,0.481,0.117,0.531,0.077,0.476
674,202683,2014-15,0.713,0.521,0.178,0.537,0.064,0.475,0.044,0.575
675,203508,2014-15,0.705,0.398,0.152,0.45,0.076,0.2,0.068,0.667
676,203527,2014-15,0.571,0.375,0.234,0.306,0.133,0.268,0.052,0.188
677,203077,2014-15,0.397,0.505,0.305,0.459,0.159,0.408,0.115,0.4
678,202688,2014-15,0.317,0.457,0.097,0.424,0.077,0.403,0.194,0.385
679,2594,2014-15,0.778,0.505,0.156,0.409,0.05,0.433,0.017,0.6
680,201585,2014-15,0.746,0.53,0.167,0.508,0.051,0.333,0.037,0.385
681,203897,2014-15,0.249,0.536,0.177,0.398,0.121,0.432,0.237,0.361
682,203087,2014-15,0.404,0.376,0.148,0.432,0.088,0.545,0.268,0.343
683,201171,2014-15,0.74,0.52,0.197,0.528,0.052,0.474,0.011,0.5
684,203499,2014-15,0.346,0.476,0.165,0.557,0.122,0.423,0.216,0.413
685,203530,2014-15,0.764,0.368,0.067,0.667,0.124,0.364,0.034,0.667
686,201951,2014-15,0.175,0.398,0.088,0.407,0.097,0.472,0.298,0.429
687,203495,2014-15,0.302,0.414,0.167,0.375,0.125,0.333,0.344,0.242
688,201584,2014-15,0.502,0.439,0.223,0.448,0.13,0.482,0.119,0.474
689,101135,2014-15,0.596,0.579,0.186,0.509,0.153,0.383,0.065,0.35
690,203458,2014-15,0.835,0.521,0.11,0.421,0.041,0.5,0.014,0.6
691,202695,2014-15,0.397,0.475,0.142,0.543,0.121,0.525,0.275,0.48
692,203086,2014-15,0.812,0.528,0.094,0.478,0.065,0.375,0.029,0.429
693,202720,2014-15,0.722,0.477,0.139,0.316,0.117,0.438,0.022,0.167
694,203081,2014-15,0.253,0.426,0.094,0.461,0.069,0.468,0.227,0.448
695,202391,2014-15,0.207,0.415,0.115,0.4,0.134,0.437,0.287,0.439
696,2733,2014-15,0.221,0.621,0.18,0.592,0.14,0.491,0.315,0.395
697,201572,2014-15,0.69,0.564,0.16,0.417,0.102,0.406,0.045,0.476
698,201577,2014-15,0.793,0.538,0.145,0.524,0.039,0.471,0.023,0.8
699,201567,2014-15,0.684,0.45,0.148,0.453,0.113,0.34,0.054,0.373
700,200768,2014-15,0.263,0.412,0.106,0.432,0.112,0.385,0.242,0.421
701,101249,2014-15,0.192,0.4,0.038,0.75,0.048,0.6,0.288,0.3
702,202714,2014-15,0.326,0.432,0.131,0.368,0.1,0.379,0.265,0.416
703,101133,2014-15,0.81,0.556,0.152,0.5,0.024,0.6,0.014,0.667
704,203906,2014-15,0.651,0.214,0.14,0.667,0.093,0.5,0.116,0.4
705,1890,2014-15,0.63,0.467,0.233,0.41,0.069,0.389,0.057,0.6
706,203088,2014-15,0.416,0.381,0.119,0.583,0.099,0.6,0.129,0.385
707,201858,2014-15,0.635,0.182,0.192,0.3,0.077,0.5,0.096,0.8
708,2755,2014-15,0.528,0.426,0.233,0.424,0.112,0.391,0.112,0.449
709,202083,2014-15,0.55,0.412,0.148,0.495,0.146,0.5,0.13,0.48
710,101131,2014-15,0.725,0.467,0.212,0.3,0.048,0.556,0.016,0.0
711,201564,2014-15,0.499,0.432,0.173,0.432,0.135,0.467,0.16,0.349
712,201601,2014-15,0.593,0.407,0.16,0.429,0.138,0.329,0.104,0.391
713,203949,2014-15,0.636,0.679,0.25,0.455,0.068,0.0,0.045,0.0
714,203492,2014-15,0.354,0.461,0.103,0.354,0.092,0.442,0.24,0.455
715,203468,2014-15,0.356,0.446,0.123,0.467,0.123,0.267,0.271,0.505
716,203909,2014-15,0.481,0.405,0.174,0.365,0.162,0.42,0.155,0.409
717,203926,2014-15,0.587,0.443,0.192,0.3,0.106,0.364,0.096,0.6
718,203956,2014-15,0.788,0.577,0.17,0.321,0.024,0.25,0.018,1.0
719,201580,2014-15,0.658,0.538,0.266,0.571,0.063,0.2,0.013,1.0
720,203463,2014-15,0.593,0.438,0.148,0.484,0.12,0.414,0.109,0.433
721,202077,2014-15,0.182,0.5,0.091,0.0,0.182,0.5,0.364,0.25
722,201177,2014-15,0.623,0.545,0.189,0.4,0.094,0.6,0.075,0.5
723,201975,2014-15,0.51,0.452,0.246,0.374,0.133,0.451,0.103,0.309
724,203539,2014-15,0.2,0.25,0.05,0.0,0.15,0.333,0.2,0.0
725,203114,2014-15,0.497,0.482,0.189,0.469,0.145,0.355,0.131,0.571
726,101139,2014-15,0.651,0.384,0.144,0.445,0.082,0.353,0.101,0.422
727,1889,2014-15,0.247,0.535,0.083,0.5,0.09,0.615,0.243,0.471
728,2034,2014-15,0.836,0.304,0.091,0.3,0.036,0.25,0.036,0.75
729,203113,2014-15,0.65,0.231,0.15,0.0,0.1,0.5,0.05,1.0
730,201988,2014-15,0.482,0.377,0.128,0.465,0.092,0.355,0.137,0.435
731,202407,2014-15,0.474,0.387,0.188,0.295,0.188,0.25,0.15,0.371
732,200794,2014-15,0.516,0.512,0.192,0.469,0.162,0.436,0.123,0.389
733,202703,2014-15,0.591,0.435,0.174,0.374,0.114,0.314,0.119,0.384
734,202328,2014-15,0.391,0.559,0.301,0.508,0.157,0.41,0.147,0.4
735,202734,2014-15,0.331,0.422,0.088,0.333,0.184,0.6,0.257,0.457
736,202721,2014-15,0.229,0.25,0.133,0.571,0.067,0.429,0.257,0.259
737,202694,2014-15,0.527,0.414,0.158,0.475,0.135,0.447,0.15,0.43
738,202693,2014-15,0.516,0.465,0.24,0.464,0.132,0.458,0.108,0.475
739,201627,2014-15,0.669,0.482,0.111,0.456,0.129,0.367,0.083,0.51
740,202700,2014-15,0.612,0.508,0.156,0.467,0.126,0.517,0.103,0.563
741,202389,2014-15,0.801,0.575,0.119,0.507,0.035,0.45,0.043,0.458
742,203498,2014-15,0.535,0.543,0.198,0.494,0.154,0.367,0.093,0.333
743,203315,2014-15,0.2,1.0,0.4,0.0,0.2,1.0,0.2,0.0
744,203488,2014-15,0.823,0.537,0.102,0.733,0.041,0.333,0.034,0.6
745,203894,2014-15,0.39,0.382,0.123,0.393,0.105,0.25,0.228,0.365
746,202390,2014-15,0.275,0.399,0.181,0.363,0.167,0.298,0.275,0.391
747,2749,2014-15,0.291,0.384,0.084,0.429,0.068,0.471,0.206,0.388
748,203094,2014-15,0.714,0.452,0.159,0.467,0.074,0.357,0.053,0.2
749,201149,2014-15,0.728,0.474,0.187,0.342,0.033,0.357,0.047,0.5
750,203457,2014-15,0.552,0.517,0.318,0.404,0.092,0.39,0.038,0.292
751,1717,2014-15,0.666,0.453,0.156,0.458,0.107,0.482,0.07,0.473
752,203994,2014-15,0.653,0.476,0.184,0.5,0.087,0.333,0.071,0.222
753,203948,2014-15,0.73,0.381,0.183,0.238,0.07,0.5,0.017,1.0
754,203124,2014-15,0.769,0.489,0.116,0.643,0.074,0.333,0.041,0.4
755,203506,2014-15,0.285,0.463,0.105,0.395,0.109,0.475,0.274,0.424
756,203482,2014-15,0.665,0.488,0.151,0.436,0.118,0.475,0.062,0.406
757,2585,2014-15,0.762,0.484,0.131,0.364,0.048,0.208,0.058,0.448
758,203123,2014-15,0.667,0.349,0.116,0.455,0.101,0.263,0.106,0.25
759,2457,2014-15,0.343,0.667,0.2,0.286,0.143,0.2,0.143,0.4
760,203953,2014-15,0.395,0.592,0.264,0.377,0.149,0.462,0.172,0.511
761,2225,2014-15,0.161,0.47,0.07,0.483,0.108,0.489,0.304,0.455
762,202718,2014-15,0.513,0.429,0.176,0.476,0.159,0.466,0.108,0.618
763,202335,2014-15,0.756,0.443,0.085,0.378,0.096,0.451,0.062,0.606
764,101108,2014-15,0.148,0.43,0.088,0.505,0.082,0.531,0.305,0.486
765,203940,2014-15,0.586,0.419,0.218,0.375,0.145,0.438,0.045,0.4
766,203901,2014-15,0.174,0.451,0.067,0.489,0.1,0.457,0.304,0.371
767,201593,2014-15,0.482,0.477,0.313,0.459,0.121,0.289,0.08,0.28
768,2570,2014-15,0.611,0.486,0.208,0.362,0.097,0.409,0.084,0.474
769,1718,2014-15,0.585,0.448,0.159,0.452,0.146,0.396,0.099,0.554
770,203486,2014-15,0.643,0.676,0.208,0.447,0.086,0.564,0.058,0.346
771,203101,2014-15,0.722,0.559,0.216,0.453,0.029,0.571,0.033,0.625
772,202347,2014-15,0.661,0.439,0.126,0.355,0.097,0.313,0.093,0.37
773,203490,2014-15,0.68,0.466,0.156,0.41,0.079,0.323,0.074,0.586
774,203939,2014-15,0.716,0.438,0.179,0.667,0.06,0.25,0.045,0.333
775,203515,2014-15,0.218,0.184,0.098,0.471,0.092,0.438,0.322,0.375
776,201985,2014-15,0.241,0.303,0.117,0.313,0.08,0.364,0.248,0.294
777,101179,2014-15,0.392,0.322,0.122,0.296,0.117,0.346,0.212,0.404
778,203143,2014-15,0.553,0.429,0.118,0.296,0.088,0.4,0.145,0.394
779,2419,2014-15,0.533,0.507,0.145,0.345,0.15,0.35,0.138,0.382
780,101183,2014-15,0.714,0.2,0.143,0.4,0.086,0.333,0.057,0.5
781,2216,2014-15,0.547,0.538,0.203,0.418,0.147,0.409,0.096,0.449
782,200755,2014-15,0.566,0.475,0.26,0.502,0.109,0.48,0.06,0.429
783,203318,2014-15,0.533,0.25,0.267,0.0,0.133,0.5,0.067,0.0
784,2202,2014-15,0.549,0.313,0.114,0.45,0.126,0.318,0.149,0.423
785,2557,2014-15,0.297,0.365,0.051,0.556,0.074,0.385,0.229,0.425
786,203085,2014-15,0.278,0.37,0.097,0.625,0.125,0.5,0.246,0.32
787,203460,2014-15,0.725,0.476,0.165,0.424,0.095,0.421,0.015,0.333
788,203148,2014-15,0.322,0.359,0.135,0.443,0.135,0.475,0.193,0.368
789,101126,2014-15,0.34,0.337,0.067,0.471,0.123,0.355,0.186,0.319
790,203080,2014-15,0.527,0.551,0.244,0.524,0.097,0.28,0.116,0.367
791,203922,2014-15,0.463,0.29,0.149,0.6,0.224,0.467,0.119,0.375
792,200765,2014-15,0.25,0.429,0.086,0.4,0.093,0.467,0.294,0.444
793,201565,2014-15,0.253,0.355,0.133,0.378,0.134,0.438,0.262,0.404
794,203082,2014-15,0.555,0.424,0.12,0.433,0.112,0.417,0.166,0.36
795,201937,2014-15,0.342,0.347,0.091,0.3,0.087,0.316,0.228,0.48
796,204014,2014-15,0.753,0.46,0.106,0.536,0.072,0.421,0.068,0.278
797,201575,2014-15,0.491,0.154,0.132,0.143,0.208,0.182,0.151,0.375
798,203135,2014-15,0.679,0.435,0.174,0.453,0.062,0.421,0.085,0.154
799,2422,2014-15,0.5,0.292,0.208,0.2,0.146,0.714,0.146,0.286
800,203960,2014-15,0.443,0.336,0.155,0.519,0.149,0.48,0.208,0.457
801,202336,2014-15,0.765,0.546,0.135,0.348,0.071,0.333,0.029,0.6
802,203471,2014-15,0.187,0.339,0.086,0.439,0.114,0.5,0.265,0.426
803,2449,2014-15,0.711,0.484,0.126,0.5,0.085,0.333,0.073,0.478
804,203118,2014-15,0.792,0.443,0.143,0.492,0.049,0.364,0.015,0.286
805,200757,2014-15,0.672,0.41,0.113,0.5,0.109,0.444,0.081,0.4
806,202338,2014-15,0.477,0.556,0.249,0.482,0.183,0.537,0.089,0.325
807,201196,2014-15,0.276,0.374,0.124,0.463,0.133,0.341,0.255,0.393
808,202697,2014-15,0.485,0.399,0.155,0.438,0.126,0.424,0.17,0.425
809,203144,2014-15,0.297,0.418,0.097,0.5,0.148,0.327,0.306,0.396
810,203156,2014-15,0.861,0.474,0.079,0.513,0.046,0.348,0.014,0.571
811,202713,2014-15,0.647,0.434,0.108,0.313,0.119,0.264,0.115,0.353
812,202388,2014-15,0.249,0.352,0.085,0.4,0.09,0.531,0.246,0.506
813,203935,2014-15,0.524,0.396,0.128,0.262,0.096,0.391,0.153,0.384
814,202397,2014-15,0.147,0.434,0.039,0.286,0.097,0.514,0.363,0.382
815,2747,2014-15,0.499,0.419,0.101,0.382,0.122,0.435,0.18,0.39
816,201160,2014-15,0.775,0.443,0.13,0.434,0.067,0.359,0.026,0.533
817,2746,2014-15,0.551,0.416,0.174,0.444,0.116,0.43,0.142,0.41
818,203893,2014-15,0.4,0.2,0.08,0.0,0.12,0.333,0.16,0.5
819,203503,2014-15,0.621,0.41,0.098,0.444,0.122,0.489,0.13,0.479
820,201578,2014-15,0.752,0.524,0.157,0.4,0.071,0.4,0.02,0.308
821,201168,2014-15,0.674,0.552,0.176,0.585,0.09,0.556,0.06,0.611
822,203917,2014-15,0.47,0.381,0.209,0.323,0.115,0.294,0.179,0.396
823,202362,2014-15,0.237,0.308,0.133,0.384,0.208,0.412,0.288,0.405
824,203950,2014-15,0.649,0.667,0.216,0.25,0.081,0.667,0.054,0.5
825,2405,2014-15,0.563,0.569,0.275,0.507,0.105,0.627,0.057,0.571
826,201155,2014-15,0.293,0.518,0.125,0.457,0.126,0.368,0.274,0.369
827,203096,2014-15,0.643,0.47,0.136,0.375,0.125,0.386,0.089,0.413
828,203106,2014-15,0.456,0.442,0.202,0.478,0.202,0.261,0.105,0.333
829,201952,2014-15,0.167,0.476,0.11,0.505,0.078,0.58,0.284,0.472
830,203141,2014-15,0.703,0.377,0.109,0.471,0.128,0.325,0.061,0.526
831,2742,2014-15,0.246,0.3,0.131,0.438,0.057,0.143,0.336,0.39
832,202066,2014-15,0.606,0.417,0.118,0.4,0.129,0.364,0.124,0.381
833,1891,2014-15,0.683,0.411,0.095,0.548,0.084,0.324,0.079,0.457
834,202738,2014-15,0.305,0.458,0.117,0.391,0.099,0.397,0.27,0.401
835,202498,2014-15,0.545,0.433,0.294,0.368,0.103,0.415,0.055,0.273
836,203138,2014-15,0.667,0.421,0.096,0.412,0.134,0.423,0.09,0.375
837,201574,2014-15,0.688,0.461,0.197,0.5,0.094,0.5,0.021,0.333
838,202691,2014-15,0.46,0.481,0.172,0.439,0.149,0.495,0.172,0.412
839,202684,2014-15,0.696,0.593,0.198,0.463,0.077,0.351,0.029,0.571
840,201977,2014-15,0.482,0.451,0.126,0.302,0.135,0.457,0.185,0.397
841,200782,2014-15,0.583,0.426,0.135,0.438,0.111,0.47,0.155,0.478
842,2045,2014-15,0.564,0.462,0.223,0.429,0.09,0.529,0.096,0.278
843,202323,2014-15,0.226,0.369,0.105,0.397,0.124,0.413,0.301,0.43
844,202327,2014-15,0.667,0.563,0.167,0.25,0.042,0.0,0.125,0.333
845,2757,2014-15,0.313,0.452,0.14,0.543,0.162,0.506,0.186,0.441
846,202685,2014-15,0.615,0.607,0.193,0.536,0.111,0.5,0.08,0.5
847,2760,2014-15,0.774,0.571,0.095,0.632,0.08,0.438,0.05,0.4
848,202349,2014-15,0.384,0.421,0.117,0.447,0.117,0.412,0.209,0.437
849,101111,2014-15,0.746,0.407,0.133,0.438,0.105,0.421,0.017,0.5
850,203943,2014-15,0.52,0.487,0.2,0.333,0.133,0.3,0.147,0.182
851,202696,2014-15,0.685,0.558,0.13,0.503,0.088,0.476,0.091,0.333
852,2548,2014-15,0.191,0.552,0.194,0.5,0.16,0.464,0.272,0.448
853,203079,2014-15,0.294,0.364,0.15,0.436,0.182,0.424,0.283,0.385
854,201611,2014-15,0.753,0.372,0.1,0.333,0.107,0.313,0.04,0.333
855,202689,2014-15,0.196,0.377,0.091,0.416,0.111,0.407,0.282,0.393
856,202322,2014-15,0.137,0.399,0.093,0.523,0.091,0.429,0.328,0.463
857,2222,2014-15,0.647,0.545,0.206,0.143,0.088,0.333,0.059,0.0
858,203933,2014-15,0.481,0.563,0.257,0.509,0.136,0.483,0.117,0.48
859,201228,2014-15,0.397,0.467,0.094,0.385,0.091,0.579,0.192,0.338
860,204037,2014-15,0.617,0.395,0.174,0.371,0.119,0.375,0.09,0.444
861,101110,2014-15,0.644,0.241,0.144,0.385,0.1,0.222,0.111,0.3
862,2561,2014-15,0.655,0.519,0.16,0.355,0.092,0.429,0.085,0.362
863,201566,2014-15,0.143,0.462,0.11,0.435,0.106,0.432,0.354,0.438
864,202355,2014-15,0.734,0.631,0.195,0.622,0.037,0.643,0.034,0.692
865,203952,2014-15,0.359,0.505,0.254,0.415,0.202,0.363,0.163,0.418
866,203912,2014-15,0.684,0.308,0.132,1.0,0.079,0.333,0.105,0.5
867,101114,2014-15,0.279,0.444,0.065,0.42,0.053,0.341,0.254,0.379
868,202682,2014-15,0.595,0.462,0.17,0.549,0.129,0.339,0.098,0.298
869,202343,2014-15,0.639,0.435,0.083,0.0,0.111,0.25,0.111,0.5
870,101150,2014-15,0.229,0.448,0.152,0.433,0.161,0.349,0.283,0.393
871,101107,2014-15,0.793,0.409,0.108,0.509,0.069,0.471,0.028,0.357
872,2590,2014-15,0.24,0.41,0.132,0.398,0.098,0.393,0.222,0.379
873,202130,2014-15,0.564,0.318,0.128,0.4,0.154,0.667,0.103,0.25
874,200761,2014-15,0.792,0.397,0.143,0.429,0.034,0.6,0.027,0.375
875,203489,2014-15,0.228,0.231,0.123,0.571,0.158,0.444,0.246,0.429
876,201148,2014-15,0.676,0.705,0.266,0.531,0.033,0.5,0.025,0.222
877,2748,2014-15,0.616,0.402,0.163,0.323,0.137,0.346,0.063,0.25
878,203100,2014-15,0.277,0.378,0.105,0.511,0.153,0.379,0.335,0.417
879,203923,2014-15,0.693,0.371,0.149,0.267,0.099,0.4,0.059,0.333
880,201156,2014-15,0.29,0.409,0.146,0.391,0.137,0.354,0.3,0.359
881,201152,2014-15,0.428,0.468,0.253,0.521,0.169,0.456,0.133,0.397
882,203469,2014-15,0.701,0.462,0.229,0.518,0.049,0.278,0.022,0.25
883,203092,2014-15,0.748,0.599,0.155,0.368,0.067,0.512,0.031,0.421
884,203112,2015-16,0.829,0.569,0.105,0.591,0.057,0.5,0.01,0.0
885,203500,2015-16,0.858,0.622,0.092,0.59,0.026,0.364,0.024,0.5
886,201167,2015-16,0.416,0.422,0.194,0.484,0.155,0.54,0.208,0.373
887,201582,2015-16,0.729,0.498,0.213,0.463,0.051,0.25,0.006,0.5
888,202332,2015-16,0.836,0.638,0.129,0.448,0.027,0.0,0.009,0.5
889,200746,2015-16,0.588,0.575,0.186,0.397,0.124,0.465,0.102,0.421
890,202730,2015-16,0.878,0.52,0.065,0.667,0.046,0.176,0.011,0.75
891,2754,2015-16,0.511,0.452,0.177,0.494,0.147,0.435,0.135,0.476
892,202329,2015-16,0.631,0.433,0.127,0.495,0.1,0.375,0.109,0.308
893,200811,2015-16,0.673,0.371,0.192,0.4,0.077,0.25,0.058,0.0
894,2365,2015-16,0.833,0.55,0.125,0.444,0.028,0.0,0.014,1.0
895,101187,2015-16,0.576,0.324,0.203,0.333,0.085,0.6,0.085,0.4
896,202341,2015-16,0.531,0.376,0.103,0.389,0.154,0.37,0.166,0.379
897,1626147,2015-16,0.563,0.357,0.144,0.56,0.144,0.6,0.109,0.263
898,203937,2015-16,0.293,0.465,0.194,0.439,0.18,0.472,0.276,0.444
899,201583,2015-16,0.494,0.425,0.174,0.348,0.191,0.469,0.132,0.508
900,203507,2015-16,0.388,0.547,0.163,0.537,0.148,0.43,0.228,0.491
901,2546,2015-16,0.373,0.448,0.208,0.463,0.126,0.415,0.185,0.398
902,2772,2015-16,0.588,0.423,0.181,0.439,0.132,0.381,0.091,0.372
903,201589,2015-16,0.814,0.466,0.084,0.415,0.068,0.333,0.035,0.471
904,201600,2015-16,0.845,0.589,0.114,0.273,0.026,0.0,0.016,0.333
905,201571,2015-16,0.271,0.453,0.1,0.343,0.071,0.32,0.26,0.418
906,201965,2015-16,0.87,0.55,0.043,1.0,0.043,0.0,0.043,0.0
907,202337,2015-16,0.484,0.443,0.107,0.355,0.187,0.463,0.218,0.381
908,203946,2015-16,0.6,0.292,0.2,0.375,0.15,0.333,0.05,0.5
909,2571,2015-16,0.478,0.492,0.189,0.486,0.1,0.324,0.2,0.432
910,200826,2015-16,0.204,0.486,0.078,0.545,0.069,0.408,0.263,0.441
911,200745,2015-16,0.733,0.448,0.202,0.589,0.051,0.071,0.014,0.5
912,203084,2015-16,0.589,0.464,0.15,0.474,0.136,0.488,0.111,0.457
913,2440,2015-16,0.712,0.379,0.134,0.409,0.084,0.328,0.055,0.395
914,203115,2015-16,0.34,0.449,0.135,0.436,0.136,0.41,0.288,0.424
915,101138,2015-16,0.647,0.576,0.23,0.603,0.066,0.238,0.057,0.389
916,201587,2015-16,0.485,0.415,0.103,0.456,0.124,0.435,0.204,0.438
917,201573,2015-16,0.5,0.468,0.147,0.313,0.085,0.405,0.17,0.432
918,203382,2015-16,0.892,0.512,0.084,0.5,0.018,0.429,0.005,0.0
919,203145,2015-16,0.502,0.459,0.111,0.388,0.144,0.5,0.182,0.427
920,203078,2015-16,0.352,0.445,0.144,0.452,0.118,0.383,0.272,0.465
921,201563,2015-16,0.322,0.53,0.312,0.484,0.195,0.625,0.151,0.516
922,201158,2015-16,0.689,0.412,0.129,0.346,0.07,0.295,0.088,0.345
923,201976,2015-16,0.473,0.466,0.121,0.472,0.123,0.411,0.167,0.414
924,202687,2015-16,0.816,0.583,0.128,0.361,0.032,0.111,0.025,0.571
925,202357,2015-16,0.685,0.491,0.136,0.438,0.085,0.45,0.072,0.412
926,204028,2015-16,0.683,0.577,0.24,0.52,0.048,0.4,0.019,0.5
927,201971,2015-16,0.779,0.377,0.147,0.6,0.044,0.667,0.029,0.0
928,2581,2015-16,0.45,0.361,0.088,0.381,0.058,0.571,0.163,0.359
929,202339,2015-16,0.204,0.44,0.088,0.302,0.126,0.419,0.334,0.457
930,202711,2015-16,0.517,0.468,0.161,0.425,0.098,0.452,0.166,0.323
931,101106,2015-16,0.739,0.701,0.185,0.471,0.054,0.333,0.022,0.333
932,2588,2015-16,0.789,0.444,0.053,0.667,0.053,1.0,0.105,0.667
933,1626164,2015-16,0.393,0.472,0.145,0.397,0.141,0.369,0.209,0.392
934,202344,2015-16,0.69,0.509,0.163,0.429,0.078,0.467,0.067,0.423
935,2547,2015-16,0.645,0.481,0.181,0.446,0.1,0.39,0.07,0.519
936,202340,2015-16,0.549,0.454,0.16,0.469,0.116,0.457,0.138,0.435
937,201147,2015-16,0.565,0.395,0.165,0.341,0.135,0.419,0.133,0.329
938,201166,2015-16,0.205,0.406,0.053,0.28,0.094,0.364,0.303,0.408
939,1626148,2015-16,0.616,0.312,0.104,0.385,0.168,0.381,0.104,0.077
940,203485,2015-16,0.12,0.667,0.16,0.0,0.28,0.429,0.28,0.286
941,203900,2015-16,0.469,0.413,0.197,0.476,0.119,0.263,0.178,0.351
942,977,2015-16,0.35,0.35,0.175,0.351,0.138,0.386,0.217,0.369
943,201978,2015-16,0.628,0.427,0.151,0.528,0.121,0.31,0.088,0.429
944,203493,2015-16,0.765,0.427,0.051,0.4,0.143,0.571,0.041,0.25
945,203504,2015-16,0.339,0.423,0.11,0.371,0.112,0.324,0.254,0.422
946,202692,2015-16,0.216,0.417,0.147,0.347,0.186,0.355,0.302,0.426
947,2406,2015-16,0.593,0.371,0.22,0.538,0.119,0.286,0.068,0.75
948,202710,2015-16,0.343,0.499,0.16,0.485,0.158,0.405,0.19,0.408
949,2446,2015-16,0.654,0.5,0.144,0.333,0.163,0.471,0.038,0.5
950,203998,2015-16,0.417,0.0,0.167,0.5,0.25,0.0,0.167,0.0
951,101181,2015-16,0.438,0.475,0.102,0.435,0.088,0.55,0.119,0.407
952,203484,2015-16,0.422,0.431,0.146,0.379,0.183,0.429,0.207,0.434
953,203477,2015-16,0.472,0.398,0.119,0.442,0.086,0.29,0.209,0.298
954,203991,2015-16,0.836,0.613,0.116,0.478,0.03,0.167,0.018,0.571
955,201960,2015-16,0.578,0.442,0.133,0.278,0.152,0.317,0.089,0.292
956,1713,2015-16,0.583,0.42,0.108,0.378,0.114,0.282,0.169,0.362
957,203487,2015-16,0.283,0.497,0.133,0.446,0.095,0.358,0.189,0.343
958,201956,2015-16,0.609,0.491,0.151,0.521,0.158,0.398,0.074,0.5
959,1626161,2015-16,0.795,0.586,0.142,0.5,0.05,0.294,0.012,0.75
960,201596,2015-16,0.307,0.404,0.086,0.184,0.086,0.421,0.244,0.491
961,2199,2015-16,0.834,0.594,0.118,0.595,0.032,0.4,0.016,0.4
962,203546,2015-16,0.411,0.41,0.153,0.516,0.183,0.405,0.188,0.5
963,203903,2015-16,0.316,0.441,0.106,0.431,0.112,0.439,0.276,0.432
964,202708,2015-16,0.221,0.393,0.138,0.299,0.149,0.375,0.256,0.363
965,201954,2015-16,0.314,0.519,0.116,0.517,0.116,0.551,0.245,0.367
966,201144,2015-16,0.253,0.432,0.105,0.575,0.128,0.348,0.243,0.373
967,1626192,2015-16,0.469,0.261,0.122,0.333,0.082,0.0,0.163,0.25
968,203142,2015-16,0.784,0.325,0.137,0.143,0.059,0.667,0.02,1.0
969,202326,2015-16,0.506,0.489,0.193,0.431,0.18,0.394,0.113,0.432
970,203496,2015-16,0.716,0.406,0.104,0.419,0.115,0.28,0.06,0.302
971,203459,2015-16,0.567,0.482,0.264,0.449,0.114,0.455,0.055,0.324
972,2037,2015-16,0.268,0.438,0.131,0.341,0.122,0.386,0.284,0.414
973,203109,2015-16,0.607,0.464,0.232,0.389,0.106,0.471,0.05,0.375
