,0,1,2,3,4,5,6,7,8,9
0,PERSON_ID,SEASON,0D_FQ,0D_FG_PCT,1D_FQ,1D_FG_PCT,2D_FQ,2D_FG_PCT,3D_FQ,3D_FG_PCT
314,202335,2013-14,0.839,0.468,0.092,0.364,0.052,0.44,0.017,0.25
315,101108,2013-14,0.169,0.442,0.099,0.453,0.098,0.447,0.285,0.508
316,201593,2013-14,0.626,0.603,0.224,0.423,0.098,0.441,0.053,0.459
317,2570,2013-14,0.642,0.524,0.176,0.324,0.093,0.389,0.088,0.235
318,1718,2013-14,0.521,0.435,0.162,0.545,0.16,0.477,0.13,0.4
319,203486,2013-14,0.747,0.683,0.183,0.6,0.05,0.6,0.017,0.4
320,203101,2013-14,0.642,0.606,0.21,0.431,0.099,0.291,0.049,0.185
321,202347,2013-14,0.608,0.396,0.089,0.286,0.089,0.429,0.19,0.4
322,203490,2013-14,0.692,0.381,0.132,0.25,0.11,0.3,0.055,0.6
323,203515,2013-14,0.369,0.323,0.111,0.179,0.079,0.45,0.25,0.254
324,201985,2013-14,0.378,0.471,0.178,0.25,0.111,0.6,0.133,0.167
325,101179,2013-14,0.38,0.257,0.141,0.385,0.087,0.25,0.239,0.409
326,203143,2013-14,0.524,0.444,0.085,0.5,0.058,0.818,0.148,0.464
327,2419,2013-14,0.605,0.434,0.155,0.5,0.084,0.341,0.141,0.261
328,203545,2013-14,0.714,0.544,0.206,0.538,0.032,0.5,0.048,0.5
329,201576,2013-14,0.63,0.404,0.145,0.48,0.075,0.385,0.133,0.261
330,2216,2013-14,0.563,0.495,0.175,0.45,0.157,0.426,0.097,0.431
331,200755,2013-14,0.608,0.488,0.191,0.382,0.108,0.419,0.085,0.441
332,203318,2013-14,0.649,0.25,0.108,0.25,0.108,0.75,0.108,0.25
333,2557,2013-14,0.276,0.42,0.085,0.296,0.078,0.48,0.288,0.326
334,203085,2013-14,0.228,0.444,0.078,0.378,0.127,0.467,0.251,0.361
335,203460,2013-14,0.706,0.542,0.176,0.333,0.044,0.667,0.074,0.2
336,203148,2013-14,0.287,0.422,0.102,0.373,0.114,0.424,0.209,0.413
337,101126,2013-14,0.322,0.488,0.084,0.406,0.094,0.528,0.238,0.407
338,203080,2013-14,0.655,0.526,0.225,0.47,0.058,0.294,0.061,0.222
339,200765,2013-14,0.197,0.362,0.097,0.382,0.086,0.333,0.283,0.465
340,201565,2013-14,0.347,0.365,0.173,0.269,0.173,0.462,0.18,0.407
341,203082,2013-14,0.604,0.434,0.098,0.438,0.11,0.439,0.135,0.39
342,201937,2013-14,0.255,0.394,0.088,0.373,0.081,0.352,0.28,0.374
343,201575,2013-14,0.461,0.415,0.112,0.1,0.247,0.273,0.157,0.357
344,203135,2013-14,0.777,0.506,0.133,0.4,0.073,0.318,0.017,0.4
345,2422,2013-14,0.453,0.397,0.121,0.347,0.185,0.347,0.209,0.329
346,202336,2013-14,0.595,0.538,0.301,0.413,0.059,0.444,0.039,0.167
347,203471,2013-14,0.211,0.421,0.106,0.421,0.072,0.769,0.322,0.345
348,2449,2013-14,0.8,0.486,0.107,0.424,0.051,0.25,0.038,0.571
349,203118,2013-14,0.795,0.495,0.145,0.449,0.042,0.269,0.015,0.111
350,200757,2013-14,0.679,0.381,0.115,0.487,0.068,0.522,0.121,0.488
351,202338,2013-14,0.603,0.515,0.219,0.583,0.137,0.333,0.032,0.571
352,201196,2013-14,0.257,0.437,0.162,0.516,0.134,0.417,0.265,0.399
353,203129,2013-14,0.407,0.273,0.074,1.0,0.185,0.6,0.333,0.444
354,202697,2013-14,0.545,0.365,0.101,0.327,0.12,0.466,0.174,0.393
355,203144,2013-14,0.36,0.365,0.106,0.48,0.102,0.125,0.263,0.226
356,203156,2013-14,0.752,0.466,0.186,0.49,0.047,0.462,0.015,0.75
357,202713,2013-14,0.699,0.449,0.134,0.388,0.09,0.463,0.065,0.538
358,202698,2013-14,0.612,0.366,0.194,0.462,0.119,0.5,0.06,0.0
359,203491,2013-14,0.228,0.231,0.07,0.25,0.123,0.143,0.228,0.308
360,202388,2013-14,0.325,0.368,0.094,0.182,0.051,0.667,0.222,0.346
361,202397,2013-14,0.121,0.294,0.082,0.478,0.107,0.533,0.3,0.44
362,2747,2013-14,0.437,0.458,0.103,0.408,0.099,0.319,0.234,0.363
363,201160,2013-14,0.869,0.469,0.082,0.348,0.035,0.7,0.014,0.25
364,2746,2013-14,0.53,0.425,0.169,0.394,0.123,0.408,0.152,0.439
365,203503,2013-14,0.617,0.366,0.136,0.489,0.12,0.4,0.105,0.343
366,203480,2013-14,0.667,0.5,0.133,0.0,0.133,0.0,0.067,0.0
367,201578,2013-14,0.678,0.461,0.199,0.368,0.08,0.486,0.043,0.421
368,201168,2013-14,0.684,0.564,0.194,0.463,0.081,0.357,0.041,0.429
369,202362,2013-14,0.436,0.476,0.1,0.512,0.103,0.557,0.226,0.423
370,201880,2013-14,0.836,0.618,0.148,0.389,0.008,0.0,0.008,0.0
371,202933,2013-14,0.706,0.333,0.059,0.0,0.176,0.667,0.059,1.0
372,2405,2013-14,0.63,0.578,0.199,0.577,0.111,0.452,0.059,0.455
373,201155,2013-14,0.336,0.463,0.132,0.416,0.141,0.483,0.25,0.413
374,203096,2013-14,0.655,0.447,0.118,0.415,0.098,0.364,0.124,0.378
375,203106,2013-14,0.624,0.39,0.17,0.297,0.161,0.457,0.041,0.111
376,203116,2013-14,0.116,0.4,0.14,0.417,0.174,0.4,0.233,0.3
377,201952,2013-14,0.181,0.397,0.097,0.515,0.077,0.359,0.308,0.471
378,203104,2013-14,0.178,0.381,0.076,0.333,0.119,0.143,0.288,0.324
379,203141,2013-14,0.807,0.406,0.067,0.4,0.096,0.46,0.029,0.533
380,202066,2013-14,0.369,0.327,0.177,0.48,0.128,0.444,0.234,0.333
381,1891,2013-14,0.586,0.388,0.145,0.333,0.138,0.3,0.103,0.267
382,203519,2013-14,0.571,0.25,0.071,1.0,0.214,0.333,0.143,1.0
383,202738,2013-14,0.24,0.475,0.098,0.457,0.103,0.436,0.264,0.457
384,202952,2013-14,0.5,0.375,0.25,0.5,0.063,0.0,0.188,0.667
385,203138,2013-14,0.728,0.47,0.111,0.439,0.108,0.4,0.049,0.5
386,201574,2013-14,0.648,0.543,0.176,0.459,0.106,0.451,0.068,0.394
387,202691,2013-14,0.593,0.447,0.143,0.466,0.109,0.474,0.127,0.346
388,202684,2013-14,0.583,0.512,0.232,0.477,0.112,0.388,0.063,0.292
389,201977,2013-14,0.575,0.394,0.109,0.412,0.096,0.333,0.141,0.466
390,2224,2013-14,0.7,0.071,0.1,0.5,0.1,0.5,0.1,0.5
391,201229,2013-14,0.917,0.43,0.053,0.375,0.026,0.375,0.003,0.0
392,200782,2013-14,0.608,0.442,0.144,0.466,0.097,0.407,0.133,0.37
393,2045,2013-14,0.505,0.491,0.22,0.25,0.128,0.286,0.119,0.308
394,202323,2013-14,0.321,0.433,0.148,0.4,0.146,0.419,0.273,0.43
395,202719,2013-14,0.69,0.525,0.216,0.44,0.06,0.571,0.034,0.75
396,202327,2013-14,0.622,0.382,0.252,0.472,0.084,0.333,0.042,0.333
397,2757,2013-14,0.343,0.492,0.101,0.444,0.169,0.333,0.163,0.483
398,202685,2013-14,0.704,0.553,0.184,0.504,0.066,0.477,0.045,0.433
399,2760,2013-14,0.743,0.501,0.116,0.491,0.088,0.425,0.05,0.522
400,202349,2013-14,0.405,0.433,0.09,0.466,0.106,0.382,0.213,0.387
401,202686,2013-14,0.803,0.511,0.133,0.609,0.04,0.429,0.023,0.25
402,101111,2013-14,0.761,0.357,0.13,0.417,0.098,0.444,0.011,1.0
403,202696,2013-14,0.742,0.526,0.123,0.494,0.077,0.415,0.058,0.475
404,2548,2013-14,0.307,0.618,0.163,0.573,0.141,0.542,0.216,0.47
405,203079,2013-14,0.324,0.469,0.137,0.43,0.123,0.393,0.273,0.452
406,202689,2013-14,0.255,0.392,0.09,0.366,0.112,0.389,0.254,0.411
407,202322,2013-14,0.176,0.496,0.097,0.391,0.119,0.357,0.294,0.469
408,2222,2013-14,0.652,0.547,0.148,0.5,0.091,0.381,0.083,0.421
409,203810,2013-14,0.405,0.471,0.167,0.429,0.095,0.5,0.119,0.4
410,201228,2013-14,0.453,0.49,0.143,0.362,0.1,0.364,0.179,0.373
411,101110,2013-14,0.744,0.443,0.128,0.473,0.067,0.308,0.048,0.357
412,2561,2013-14,0.528,0.537,0.203,0.479,0.163,0.404,0.103,0.396
413,201566,2013-14,0.2,0.532,0.113,0.461,0.099,0.436,0.313,0.405
414,101114,2013-14,0.34,0.465,0.087,0.468,0.069,0.449,0.227,0.414
415,202682,2013-14,0.492,0.509,0.239,0.354,0.127,0.25,0.119,0.446
416,202343,2013-14,0.49,0.424,0.136,0.478,0.154,0.5,0.196,0.303
417,101150,2013-14,0.345,0.431,0.149,0.333,0.112,0.426,0.227,0.4
418,101107,2013-14,0.75,0.449,0.095,0.48,0.122,0.359,0.032,0.412
419,2590,2013-14,0.302,0.416,0.09,0.433,0.091,0.328,0.272,0.412
420,202130,2013-14,0.222,0.5,0.111,0.0,0.222,0.5,0.222,1.0
421,200761,2013-14,0.843,0.366,0.105,0.5,0.037,0.286,0.01,0.5
422,203481,2013-14,0.783,0.535,0.186,0.583,0.016,0.5,0.016,0.0
423,203489,2013-14,0.226,0.477,0.126,0.396,0.129,0.408,0.286,0.385
424,1897,2013-14,0.464,0.385,0.186,0.385,0.164,0.348,0.157,0.5
425,201148,2013-14,0.748,0.707,0.195,0.609,0.04,0.385,0.018,0.667
426,202874,2013-14,0.686,0.667,0.171,0.667,0.086,0.0,0.057,0.5
427,2748,2013-14,0.697,0.362,0.158,0.447,0.067,0.45,0.067,0.2
428,203100,2013-14,0.313,0.464,0.114,0.446,0.114,0.478,0.287,0.372
429,201156,2013-14,0.393,0.461,0.177,0.433,0.136,0.438,0.202,0.444
430,201152,2013-14,0.518,0.46,0.239,0.477,0.136,0.448,0.093,0.387
431,203469,2013-14,0.581,0.451,0.302,0.421,0.085,0.235,0.03,0.5
432,203092,2013-14,0.81,0.534,0.125,0.611,0.052,0.467,0.014,0.25
433,203112,2014-15,0.792,0.459,0.128,0.429,0.061,0.5,0.018,0.667
434,203919,2014-15,0.43,0.541,0.233,0.45,0.163,0.143,0.174,0.267
435,203500,2014-15,0.758,0.566,0.145,0.491,0.077,0.433,0.018,0.571
436,202399,2014-15,0.721,0.484,0.14,0.167,0.093,0.25,0.047,0.5
437,201167,2014-15,0.49,0.419,0.131,0.461,0.11,0.423,0.224,0.386
438,201582,2014-15,0.664,0.544,0.217,0.549,0.101,0.636,0.015,0.4
439,203128,2014-15,0.831,0.531,0.143,0.545,0.013,0.0,0.013,0.0
440,202332,2014-15,0.618,0.525,0.264,0.359,0.095,0.5,0.024,0.571
441,200746,2014-15,0.451,0.519,0.193,0.387,0.16,0.418,0.192,0.448
442,202730,2014-15,0.87,0.5,0.072,0.333,0.034,0.3,0.024,0.0
443,2754,2014-15,0.546,0.52,0.224,0.53,0.114,0.333,0.105,0.447
444,202329,2014-15,0.713,0.427,0.132,0.383,0.082,0.31,0.068,0.458
445,200811,2014-15,0.617,0.425,0.21,0.404,0.113,0.357,0.06,0.467
446,101187,2014-15,0.494,0.455,0.197,0.4,0.13,0.482,0.128,0.509
447,203937,2014-15,0.303,0.333,0.18,0.375,0.157,0.214,0.315,0.464
448,201583,2014-15,0.605,0.414,0.139,0.327,0.184,0.396,0.07,0.451
449,203507,2014-15,0.376,0.568,0.19,0.503,0.174,0.414,0.208,0.421
450,2546,2014-15,0.451,0.468,0.189,0.483,0.135,0.377,0.149,0.444
451,201202,2014-15,0.787,0.625,0.164,0.5,0.033,0.0,0.016,0.0
452,203544,2014-15,0.908,0.377,0.047,0.286,0.027,0.125,0.017,0.4
453,2772,2014-15,0.627,0.399,0.164,0.429,0.103,0.402,0.095,0.353
454,201589,2014-15,0.866,0.394,0.076,0.552,0.037,0.357,0.018,0.429
455,201600,2014-15,0.871,0.528,0.097,0.425,0.017,0.571,0.012,0.4
456,201571,2014-15,0.226,0.425,0.079,0.275,0.084,0.315,0.255,0.448
457,202337,2014-15,0.672,0.519,0.089,0.412,0.167,0.313,0.068,0.538
458,2571,2014-15,0.439,0.515,0.163,0.452,0.155,0.475,0.176,0.373
459,200826,2014-15,0.185,0.495,0.065,0.4,0.095,0.412,0.299,0.406
460,200745,2014-15,0.706,0.465,0.183,0.424,0.081,0.517,0.031,0.273
461,203084,2014-15,0.579,0.5,0.15,0.443,0.135,0.46,0.115,0.5
462,2440,2014-15,0.749,0.441,0.117,0.444,0.079,0.429,0.055,0.529
463,2853,2014-15,0.821,0.344,0.051,0.0,0.051,0.0,0.077,0.333
464,203115,2014-15,0.314,0.464,0.186,0.492,0.154,0.407,0.24,0.369
465,101138,2014-15,0.599,0.543,0.221,0.48,0.103,0.386,0.075,0.412
466,201587,2014-15,0.582,0.374,0.124,0.527,0.082,0.388,0.176,0.419
467,201573,2014-15,0.328,0.425,0.161,0.427,0.114,0.431,0.206,0.438
468,203382,2014-15,0.861,0.584,0.102,0.455,0.022,0.571,0.015,0.4
469,203145,2014-15,0.482,0.449,0.152,0.46,0.159,0.385,0.183,0.383
470,203078,2014-15,0.415,0.46,0.174,0.419,0.152,0.388,0.186,0.38
471,201563,2014-15,0.396,0.369,0.255,0.537,0.208,0.432,0.142,0.433
472,201158,2014-15,0.574,0.433,0.172,0.481,0.117,0.436,0.102,0.271
473,203461,2014-15,0.767,0.441,0.139,0.366,0.061,0.389,0.034,0.2
474,201976,2014-15,0.588,0.38,0.06,0.438,0.083,0.341,0.12,0.422
475,202687,2014-15,0.768,0.599,0.162,0.5,0.043,0.125,0.027,0.0
476,204028,2014-15,0.71,0.608,0.229,0.55,0.053,0.357,0.008,0.5
477,201971,2014-15,0.719,0.537,0.175,0.3,0.053,0.0,0.053,0.333
478,2581,2014-15,0.526,0.39,0.061,0.35,0.052,0.412,0.15,0.224
479,202339,2014-15,0.236,0.433,0.099,0.456,0.1,0.49,0.301,0.463
480,203505,2014-15,0.4,0.333,0.133,0.0,0.167,0.6,0.1,0.667
481,202711,2014-15,0.619,0.444,0.124,0.557,0.103,0.5,0.105,0.458
482,101106,2014-15,0.587,0.634,0.241,0.429,0.103,0.583,0.066,0.304
483,2588,2014-15,0.659,0.391,0.07,0.25,0.162,0.459,0.105,0.542
484,202344,2014-15,0.623,0.49,0.206,0.495,0.097,0.511,0.074,0.382
485,2430,2014-15,0.579,0.526,0.249,0.508,0.109,0.35,0.063,0.522
486,2547,2014-15,0.606,0.486,0.202,0.407,0.117,0.425,0.075,0.464
487,202340,2014-15,0.496,0.449,0.166,0.435,0.113,0.439,0.178,0.406
488,1882,2014-15,0.806,0.48,0.129,0.417,0.032,0.0,0.032,0.333
489,201147,2014-15,0.521,0.414,0.194,0.425,0.146,0.409,0.127,0.46
490,201166,2014-15,0.224,0.387,0.064,0.404,0.087,0.457,0.295,0.397
491,203913,2014-15,0.465,0.43,0.153,0.615,0.124,0.333,0.212,0.25
492,203485,2014-15,0.295,0.444,0.156,0.526,0.123,0.333,0.262,0.406
493,203900,2014-15,0.471,0.378,0.212,0.364,0.091,0.211,0.163,0.382
494,200769,2014-15,0.316,0.333,0.105,0.5,0.158,0.667,0.368,0.286
495,977,2014-15,0.288,0.307,0.163,0.414,0.12,0.412,0.232,0.448
496,201978,2014-15,0.669,0.421,0.158,0.443,0.119,0.522,0.054,0.333
497,203493,2014-15,0.743,0.385,0.143,0.1,0.057,0.5,0.057,0.25
498,203504,2014-15,0.359,0.392,0.13,0.346,0.106,0.396,0.24,0.353
499,202692,2014-15,0.23,0.449,0.22,0.409,0.19,0.456,0.28,0.345
500,2406,2014-15,0.605,0.397,0.238,0.479,0.086,0.294,0.068,0.37
501,202710,2014-15,0.49,0.5,0.204,0.441,0.133,0.397,0.131,0.42
502,2446,2014-15,0.618,0.429,0.184,0.379,0.116,0.367,0.076,0.538
503,202779,2014-15,0.15,0.667,0.025,1.0,0.1,0.25,0.425,0.353
504,101198,2014-15,0.226,0.0,0.032,1.0,0.065,0.5,0.323,0.4
505,203998,2014-15,0.333,0.5,0.333,0.5,0.167,0.0,0.167,0.0
506,201979,2014-15,0.335,0.449,0.086,0.5,0.094,0.364,0.253,0.508
507,101181,2014-15,0.526,0.407,0.116,0.525,0.101,0.486,0.136,0.319
508,203484,2014-15,0.512,0.42,0.148,0.41,0.13,0.444,0.168,0.313
509,203477,2014-15,0.365,0.343,0.093,0.324,0.063,0.348,0.3,0.436
510,201960,2014-15,0.67,0.497,0.118,0.526,0.098,0.508,0.098,0.365
511,1713,2014-15,0.567,0.329,0.129,0.288,0.102,0.317,0.174,0.4
512,203487,2014-15,0.23,0.357,0.079,0.403,0.116,0.481,0.264,0.368
513,201956,2014-15,0.401,0.538,0.219,0.543,0.204,0.43,0.157,0.409
514,201596,2014-15,0.354,0.396,0.139,0.456,0.119,0.338,0.21,0.404
515,2199,2014-15,0.901,0.678,0.081,0.543,0.014,0.667,0.005,1.0
516,201163,2014-15,0.508,0.413,0.139,0.533,0.122,0.37,0.183,0.449
517,203805,2014-15,0.421,0.25,0.158,0.333,0.053,0.0,0.368,0.286
518,203565,2014-15,0.417,0.0,0.25,0.333,0.25,0.333,0.083,1.0
519,201947,2014-15,0.7,0.333,0.233,0.429,0.033,0.0,0.033,1.0
520,203546,2014-15,0.528,0.321,0.17,0.333,0.151,0.375,0.094,0.4
521,203903,2014-15,0.257,0.487,0.098,0.466,0.069,0.317,0.279,0.485
522,202708,2014-15,0.349,0.372,0.17,0.495,0.108,0.39,0.208,0.5
523,201954,2014-15,0.227,0.464,0.102,0.5,0.078,0.419,0.313,0.483
524,2555,2014-15,0.806,0.429,0.119,0.4,0.052,0.385,0.02,0.4
525,201144,2014-15,0.267,0.423,0.122,0.439,0.099,0.46,0.235,0.442
526,203142,2014-15,0.555,0.38,0.146,0.267,0.146,0.356,0.133,0.39
527,203955,2014-15,0.246,0.294,0.101,0.429,0.101,0.857,0.29,0.45
528,202326,2014-15,0.437,0.497,0.294,0.45,0.147,0.455,0.1,0.4
529,203496,2014-15,0.63,0.413,0.132,0.347,0.155,0.365,0.077,0.404
530,203459,2014-15,0.743,0.434,0.138,0.238,0.053,0.75,0.066,0.3
531,2037,2014-15,0.311,0.414,0.126,0.377,0.128,0.411,0.278,0.382
532,203109,2014-15,0.634,0.442,0.153,0.41,0.125,0.294,0.076,0.512
533,201967,2014-15,0.84,0.468,0.115,0.436,0.03,0.3,0.012,0.5
534,203099,2014-15,0.515,0.412,0.212,0.429,0.091,0.667,0.152,0.0
535,201939,2014-15,0.323,0.508,0.111,0.527,0.073,0.438,0.272,0.46
536,2223,2014-15,0.792,0.476,0.123,0.313,0.038,0.4,0.046,0.167
537,203584,2014-15,0.652,0.362,0.161,0.423,0.056,0.222,0.087,0.5
538,203540,2014-15,0.528,0.511,0.124,0.545,0.157,0.5,0.169,0.333
539,203561,2014-15,0.737,0.396,0.168,0.391,0.088,0.5,0.007,0.0
540,203076,2014-15,0.605,0.572,0.276,0.502,0.083,0.364,0.035,0.548
541,202334,2014-15,0.72,0.647,0.215,0.505,0.041,0.632,0.024,0.455
542,201175,2014-15,0.749,0.487,0.098,0.28,0.09,0.391,0.059,0.467
543,201948,2014-15,0.643,0.356,0.164,0.304,0.129,0.5,0.057,0.25
544,201942,2014-15,0.231,0.434,0.171,0.414,0.173,0.462,0.277,0.387
545,203473,2014-15,0.709,0.589,0.253,0.6,0.025,0.0,0.013,0.0
546,203521,2014-15,0.495,0.391,0.098,0.333,0.069,0.429,0.197,0.383
547,2736,2014-15,0.53,0.475,0.234,0.478,0.116,0.472,0.113,0.379
548,2564,2014-15,0.453,0.427,0.177,0.455,0.133,0.488,0.203,0.531
549,203476,2014-15,0.689,0.551,0.226,0.451,0.054,0.333,0.032,0.375
550,203915,2014-15,0.172,0.172,0.112,0.263,0.083,0.214,0.237,0.325
551,201595,2014-15,0.776,0.613,0.14,0.45,0.035,0.2,0.049,0.143
552,201962,2014-15,0.216,0.273,0.196,0.5,0.137,0.143,0.294,0.467
553,201604,2014-15,0.381,0.125,0.095,0.0,0.238,0.4,0.286,0.333
554,201609,2014-15,0.334,0.489,0.128,0.622,0.101,0.51,0.285,0.498
555,204054,2014-15,0.633,0.316,0.167,0.2,0.033,1.0,0.1,0.667
556,203580,2014-15,0.421,0.292,0.158,0.111,0.088,0.6,0.246,0.429
557,203083,2014-15,0.654,0.56,0.183,0.466,0.106,0.416,0.054,0.392
558,201162,2014-15,0.745,0.482,0.141,0.466,0.087,0.472,0.027,0.273
559,1495,2014-15,0.64,0.556,0.18,0.483,0.067,0.418,0.108,0.386
560,2399,2014-15,0.706,0.437,0.154,0.432,0.088,0.429,0.05,0.375
561,201142,2014-15,0.433,0.495,0.165,0.597,0.126,0.559,0.186,0.448
562,203921,2014-15,0.662,0.326,0.155,0.485,0.108,0.435,0.061,0.231
563,201961,2014-15,0.374,0.413,0.179,0.473,0.145,0.494,0.239,0.347
564,101145,2014-15,0.214,0.403,0.202,0.476,0.182,0.459,0.276,0.455
565,203898,2014-15,0.257,0.432,0.139,0.35,0.104,0.267,0.201,0.379
566,203516,2014-15,0.626,0.429,0.15,0.541,0.11,0.259,0.11,0.259
567,2501,2014-15,0.662,0.467,0.265,0.389,0.059,0.25,0.015,0.0
568,201936,2014-15,0.227,0.49,0.088,0.471,0.104,0.413,0.338,0.439
569,203957,2014-15,0.643,0.38,0.08,0.394,0.056,0.304,0.138,0.281
570,203105,2014-15,0.715,0.582,0.153,0.429,0.073,0.4,0.058,0.625
571,202702,2014-15,0.595,0.551,0.254,0.481,0.095,0.348,0.052,0.395
572,200770,2014-15,0.443,0.4,0.07,0.455,0.063,0.6,0.196,0.29
573,202324,2014-15,0.669,0.552,0.192,0.526,0.072,0.409,0.065,0.441
574,101109,2014-15,0.236,0.44,0.066,0.143,0.132,0.357,0.283,0.433
575,202361,2014-15,0.359,0.643,0.231,0.667,0.103,0.25,0.282,0.273
576,203095,2014-15,0.411,0.46,0.131,0.44,0.161,0.391,0.234,0.433
577,200751,2014-15,0.515,0.357,0.082,0.455,0.087,0.257,0.174,0.443
578,204025,2014-15,0.269,0.357,0.154,0.25,0.019,0.0,0.269,0.357
579,202690,2014-15,0.235,0.333,0.193,0.313,0.175,0.379,0.229,0.395
580,200777,2014-15,0.76,0.465,0.147,0.545,0.047,0.714,0.04,0.5
581,101112,2014-15,0.85,0.4,0.078,0.263,0.049,0.25,0.021,0.8
582,201568,2014-15,0.596,0.393,0.116,0.409,0.122,0.435,0.127,0.347
583,204038,2014-15,0.439,0.436,0.126,0.397,0.126,0.317,0.214,0.402
584,101128,2014-15,0.651,0.293,0.095,0.167,0.032,0.0,0.175,0.364
585,708,2014-15,0.659,0.497,0.301,0.4,0.027,0.5,0.013,0.5
586,201188,2014-15,0.614,0.498,0.164,0.509,0.112,0.467,0.103,0.464
587,2200,2014-15,0.606,0.537,0.139,0.478,0.1,0.435,0.145,0.38
588,200752,2014-15,0.286,0.487,0.143,0.478,0.198,0.486,0.269,0.421
589,202087,2014-15,0.378,0.514,0.211,0.564,0.184,0.529,0.216,0.2
590,202331,2014-15,0.51,0.48,0.163,0.5,0.061,0.0,0.163,0.125
591,201959,2014-15,0.675,0.532,0.171,0.488,0.097,0.327,0.054,0.519
592,1938,2014-15,0.415,0.44,0.138,0.469,0.113,0.515,0.205,0.375
593,203497,2014-15,0.835,0.627,0.127,0.611,0.021,0.111,0.017,0.143
594,2400,2014-15,0.751,0.42,0.179,0.388,0.048,0.308,0.022,0.167
595,203462,2014-15,0.362,0.444,0.176,0.371,0.141,0.464,0.211,0.333
596,203932,2014-15,0.573,0.441,0.131,0.593,0.112,0.304,0.155,0.469
597,2732,2014-15,0.281,0.439,0.182,0.491,0.168,0.388,0.247,0.458
598,201569,2014-15,0.441,0.47,0.13,0.456,0.123,0.341,0.216,0.342
599,101162,2014-15,0.763,0.615,0.099,0.487,0.066,0.275,0.07,0.426
600,101122,2014-15,0.713,0.384,0.076,0.583,0.121,0.316,0.089,0.357
601,203924,2014-15,0.571,0.338,0.184,0.453,0.121,0.333,0.098,0.265
602,201980,2014-15,0.644,0.479,0.142,0.337,0.123,0.367,0.083,0.459
603,203110,2014-15,0.744,0.452,0.15,0.442,0.053,0.425,0.048,0.361
604,203475,2014-15,0.414,0.358,0.123,0.55,0.105,0.294,0.222,0.333
605,101123,2014-15,0.466,0.432,0.147,0.439,0.103,0.338,0.221,0.392
606,203210,2014-15,0.789,0.533,0.053,1.0,0.105,0.5,0.053,1.0
607,201145,2014-15,0.411,0.429,0.215,0.449,0.163,0.414,0.188,0.414
608,2584,2014-15,0.376,0.409,0.111,0.441,0.16,0.429,0.258,0.278
609,201933,2014-15,0.559,0.538,0.167,0.468,0.115,0.45,0.129,0.469
610,203268,2014-15,0.585,0.5,0.171,0.714,0.049,0.0,0.073,1.0
611,203798,2014-15,0.637,0.306,0.142,0.289,0.142,0.421,0.079,0.333
612,202706,2014-15,0.571,0.45,0.171,0.0,0.171,0.333,0.086,1.0
613,203120,2014-15,0.792,0.496,0.124,0.409,0.056,0.3,0.028,0.6
614,201946,2014-15,0.779,0.52,0.178,0.517,0.031,0.4,0.012,0.5
615,203501,2014-15,0.525,0.375,0.15,0.425,0.116,0.463,0.176,0.379
616,201935,2014-15,0.221,0.442,0.095,0.474,0.098,0.447,0.292,0.448
617,203090,2014-15,0.596,0.398,0.128,0.6,0.141,0.364,0.103,0.313
618,2734,2014-15,0.406,0.408,0.078,0.415,0.118,0.387,0.248,0.492
619,203914,2014-15,0.475,0.243,0.161,0.429,0.175,0.395,0.147,0.281
620,203925,2014-15,0.7,0.393,0.15,0.333,0.083,0.7,0.058,0.286
621,202699,2014-15,0.477,0.491,0.202,0.468,0.155,0.384,0.114,0.421
622,2617,2014-15,0.81,0.441,0.147,0.5,0.022,0.6,0.022,0.0
623,201150,2014-15,0.692,0.385,0.184,0.421,0.082,0.471,0.036,0.333
624,202330,2014-15,0.327,0.475,0.15,0.42,0.154,0.449,0.23,0.418
625,2217,2014-15,0.5,0.533,0.233,0.286,0.233,0.429,0.033,1.0
626,201945,2014-15,0.336,0.439,0.205,0.397,0.177,0.433,0.223,0.476
627,202333,2014-15,0.462,0.333,0.231,0.0,0.077,0.0,0.154,0.5
628,203089,2014-15,0.613,0.583,0.295,0.566,0.077,0.577,0.015,0.4
629,201579,2014-15,0.589,0.472,0.188,0.414,0.099,0.343,0.121,0.465
630,201581,2014-15,0.632,0.514,0.27,0.415,0.068,0.387,0.031,0.5
631,2403,2014-15,0.673,0.533,0.16,0.505,0.094,0.375,0.069,0.537
632,201588,2014-15,0.307,0.506,0.073,0.41,0.086,0.478,0.21,0.518
633,201941,2014-15,0.687,0.471,0.172,0.481,0.083,0.422,0.058,0.333
634,203524,2014-15,0.472,0.421,0.114,0.361,0.137,0.337,0.232,0.404
635,2550,2014-15,0.438,0.38,0.137,0.462,0.121,0.391,0.153,0.362
636,201950,2014-15,0.164,0.437,0.111,0.407,0.126,0.448,0.261,0.417
637,203200,2014-15,0.692,0.383,0.154,0.389,0.073,0.235,0.073,0.529
638,200797,2014-15,0.695,0.649,0.268,0.636,0.012,1.0,0.024,0.5
639,203918,2014-15,0.422,0.386,0.126,0.404,0.203,0.421,0.182,0.515
640,201143,2014-15,0.739,0.548,0.135,0.55,0.052,0.52,0.067,0.453
641,2730,2014-15,0.53,0.726,0.222,0.467,0.135,0.418,0.108,0.432
642,201991,2014-15,0.357,0.6,0.214,0.0,0.071,1.0,0.286,0.25
643,203133,2014-15,0.843,0.479,0.084,0.286,0.048,0.125,0.012,0.0
