PERSON_ID,SEASON,CT_W_PCT,CT_FG_PCT,CT_FGA,CT_FG3_PCT,CT_FG3A,CT_FT_PCT
283,1998-99,0.522,0.417,0.5,0.333,0.4,1
980,1998-99,0,0,0.5,0,0,0
947,1998-99,0.5,0.286,1.6,0.286,0.3,0.615
1517,1998-99,0.333,0.25,0.3,0,0,0.333
1114,1998-99,0.667,0,0,0,0,0.667
754,1998-99,0.588,0.286,0.8,0,0.1,0.9
349,1998-99,0.529,0.357,0.8,0.25,0.2,0.75
1872,1998-99,0.5,1,0.5,0,0,0
1712,1998-99,0.556,0.5,0.7,0.5,0.2,0.5
1533,1998-99,0.6,0.333,0.9,0,0,0.75
422,1998-99,0.579,0.364,0.6,0,0.1,0.8
911,1998-99,0.571,1,0.1,0,0,0.571
913,1998-99,0.52,0.529,0.7,0.5,0.2,0.9
1869,1998-99,0.25,0,0.5,0,0.5,0
1800,1998-99,0.167,0,0,0,0,0
224,1998-99,0.606,0.522,0.7,0,0.1,0.929
461,1998-99,1,0,0,0,0,0
674,1998-99,0.5,0,0,0,0,1
228,1998-99,0.5,0.5,0.3,0,0,1
431,1998-99,0.588,0.214,0.8,0,0,0.889
70,1998-99,0.333,0.333,0.3,0,0.2,1
760,1998-99,1,0,1,0,0,0
467,1998-99,0.462,0.391,0.9,0.111,0.3,0.688
954,1998-99,0.235,0.154,0.8,0,0.2,1
170,1998-99,0.5,0,0,0,0,0
1510,1998-99,0.588,0.111,0.5,0,0,0.737
969,1998-99,0.375,0,0.1,0,0,0
389,1998-99,0.294,0.1,1.2,0,0.8,0.857
1711,1998-99,0.5,0.667,1,1,0.2,0.833
1601,1998-99,0.333,0,0.3,0,0.2,0
363,1998-99,0.8,0.333,0.6,0,0.2,1
457,1998-99,0.5,0,0.5,0,0,0.5
100,1998-99,0,0,0.2,0,0.2,0
3,1998-99,0.571,0.462,0.6,0,0,0.857
26,1998-99,0.455,0.286,0.6,0,0,0
1732,1998-99,0.174,0.364,0.5,0.4,0.2,0.833
1731,1998-99,1,0,1,0,0,0
248,1998-99,0.444,0.375,0.4,1,0.1,0.857
931,1998-99,0.5,0.5,0.5,0.5,0.5,0.5
694,1998-99,0.545,0.429,0.6,0.4,0.5,1
105,1998-99,0.6,0.429,0.3,0.2,0.2,1
252,1998-99,0.579,0.364,1.7,0,0.1,0.731
1074,1998-99,0.5,0,0,0,0,0.5
330,1998-99,0.529,0.75,0.2,0,0,0.333
950,1998-99,0.526,0.375,1.3,0.4,0.3,0.889
1752,1998-99,1,0,0,0,0,0
923,1998-99,0.476,0.125,0.8,0.25,0.4,0.75
239,1998-99,0,0.3,1.7,0.167,1,0.75
469,1998-99,0.625,0.286,0.9,1,0.1,0.833
763,1998-99,0.263,0.625,0.4,0,0,0.75
137,1998-99,0.696,0.353,0.7,0.308,0.6,0.769
962,1998-99,0.2,0,0.4,0,0.4,0.5
45,1998-99,0.409,0.111,0.4,0,0.2,1
1741,1998-99,0.5,1,0.5,0,0,0
686,1998-99,0.381,0.188,0.8,0,0.1,0.417
1503,1998-99,0.462,0.25,0.3,0,0.1,0.6
29,1998-99,0,0,0,0,0,0
976,1998-99,0.4,0.25,0.8,0,0,0.5
365,1998-99,0.75,1,0.8,0,0,0
243,1998-99,0.52,0.545,0.4,0.25,0.2,0.625
1728,1998-99,0.333,0,0.7,0,0.3,0
1500,1998-99,0.286,0.063,1.1,0,0.1,0.667
684,1998-99,0.333,0,0,0,0,0
1802,1998-99,0.5,0.25,0.7,0,0.2,0.833
397,1998-99,0.606,0.341,1.2,0.278,0.5,0.833
168,1998-99,0.52,0.714,0.6,0.667,0.1,0.8
65,1998-99,0.625,0,0.3,0,0,0.833
417,1998-99,0.476,0.1,0.5,0,0,0.864
1749,1998-99,0.706,0.2,0.3,0.333,0.2,1
1737,1998-99,0,0,0,0,0,0
376,1998-99,0.571,1,0.1,0,0,0
356,1998-99,0.222,0.25,0.4,0.333,0.3,0
297,1998-99,0.64,0.188,0.6,0,0,0.85
904,1998-99,0.545,0.75,0.7,0.8,0.5,0
785,1998-99,0.167,0,0.5,0,0,0.75
441,1998-99,0.238,0.294,1.6,0.286,0.7,0.875
145,1998-99,0.385,0.5,0.5,0.5,0.3,0
87,1998-99,0.56,0.25,0.3,0,0,0.5
959,1998-99,0.333,0.1,0.6,0.111,0.5,0.667
1838,1998-99,0.313,0.5,0.4,0,0,0.8
271,1998-99,0.75,0,0.3,0,0,0.5
983,1998-99,0.5,0,0,0,0,0
1717,1998-99,0.444,0.5,0.4,0,0.1,0.4
1525,1998-99,0,0,1,0,0,0
406,1998-99,0.56,0.579,0.8,0,0,0.5
891,1998-99,0.556,0.3,0.6,0,0,1
165,1998-99,0.7,0.5,0.9,1,0.1,0.769
1709,1998-99,0.231,0.667,0.2,0,0,0
731,1998-99,0.5,0.667,0.5,0,0,0
448,1998-99,0.7,1,0.1,0,0,1
77,1998-99,0,0,0.3,0,0,0
182,1998-99,0.2,1,0.2,0,0,1
123,1998-99,0.5,0,0.3,0,0,0
685,1998-99,0.167,0.667,0.3,0,0,0
1754,1998-99,0,0,0,0,0,0
1739,1998-99,0,0,0,0,0,0
56,1998-99,0.5,0.387,1.2,0.333,0.2,0.7
324,1998-99,0.545,0,0.2,0,0.2,0
781,1998-99,1,0,0,0,0,0
64,1998-99,0.583,0.286,0.6,0.333,0.5,0
386,1998-99,1,0,0,0,0,0
456,1998-99,0.462,0.667,0.5,0.6,0.4,0
445,1998-99,0.556,0.235,0.9,0.125,0.4,0.4
184,1998-99,0.593,0.5,0.9,0.333,0.4,0.467
15,1998-99,0.357,0.429,0.5,0.5,0.3,1
1718,1998-99,0.474,0.304,1.2,0.429,0.4,0.692
937,1998-99,0.7,0.267,0.8,0.3,0.5,0.667
1513,1998-99,1,0.333,1,0,0,0.75
178,1998-99,0.6,0.6,0.3,0,0,0.2
345,1998-99,0.63,0.571,0.5,0.75,0.1,0.733
958,1998-99,0.4,0.5,0.3,0,0,0.5
85,1998-99,0.875,0.25,0.5,0,0.3,0
689,1998-99,0.462,0.5,0.2,0,0,0.4
695,1998-99,0.444,1,0.1,1,0.1,0
735,1998-99,0.455,0.333,0.5,0,0,0.5
690,1998-99,0.5,1,0.2,0,0,0.429
462,1998-99,0.455,0.25,0.4,0,0,0.7
704,1998-99,1,0,0,0,0,0
779,1998-99,0.571,0.643,1,0.5,0.6,0.875
782,1998-99,0.304,0.318,1,0.333,0.4,0.889
375,1998-99,0.643,0.263,1.4,0,0.3,0.786
35,1998-99,0.667,0,0,0,0,0
361,1998-99,0.44,0.6,0.6,0.8,0.2,0.75
764,1998-99,0.556,0.692,0.7,0,0.1,0.533
299,1998-99,0.533,0.419,1.4,0.667,0.1,0.944
381,1998-99,0.167,0.273,0.9,0.25,0.3,0.5
23,1998-99,0.727,0.333,0.3,0,0,0.8
915,1998-99,0.143,0,0.3,0,0.1,0
399,1998-99,0.667,0,0,0,0,0
147,1998-99,0.577,0.235,0.7,0,0.2,0.714
990,1998-99,0.833,1,0.2,0,0,0
935,1998-99,0.579,0.6,0.8,0.286,0.4,0.75
717,1998-99,0.667,0.5,0.7,0.5,0.1,0.714
7,1998-99,0.5,1,0.5,0,0,0
96,1998-99,0.519,0.235,0.6,0.25,0.1,0.882
192,1998-99,0.333,0.4,0.4,0,0.1,1
907,1998-99,0.444,0.5,0.9,0.5,0.2,1
938,1998-99,0,0,0,0,0,0
1593,1998-99,0.667,0,0,0,0,0
1852,1998-99,0,0,0,0,0,0
54,1998-99,0.417,0.667,0.8,0,0,0.333
1730,1998-99,0,1,0.5,0,0,0
1073,1998-99,0,0,0,0,0,0
1520,1998-99,0,0,0,0,0,0
693,1998-99,0.429,0.5,0.5,0,0,0.875
63,1998-99,0.235,1,0.1,0,0,0.6
120,1998-99,0.6,0.37,1.8,0.357,0.9,0.95
22,1998-99,0.577,0.333,1.4,0,0,0.714
727,1998-99,0.5,0.5,0.8,0.5,0.2,0.8
84,1998-99,0.435,0.45,0.9,0.143,0.3,0.9
1756,1998-99,0,0,0,0,0,0
711,1998-99,0.412,0.462,0.8,0.444,0.5,0.9
317,1998-99,0.5,0.296,1,0.25,0.4,0.688
1735,1998-99,1,0,0,0,0,0
1565,1998-99,1,0,0,0,0,0
179,1998-99,0.308,0,0.5,0,0.3,1
304,1998-99,0.579,0.214,0.7,0,0.2,0.867
978,1998-99,0.6,0.375,0.8,0.3,0.5,1
757,1998-99,0.565,0.429,0.9,0.2,0.2,0.727
1065,1998-99,0.222,0.333,0.3,0,0.1,0
393,1998-99,0.333,0.435,1.1,0.5,0.2,0.727
400,1998-99,0,0,0,0,0,1
682,1998-99,0.5,0,0,0,0,0
1511,1998-99,0.333,0,0.2,0,0,0
1508,1998-99,0.3,0.667,0.9,0,0.1,0.846
1519,1998-99,0.833,0,0,0,0,0
703,1998-99,0.286,0.5,0.3,0,0,0
1501,1998-99,0.1,0,0.2,0,0.2,0
901,1998-99,0.263,1,0.3,0,0,0.625
1714,1998-99,0.333,0,0,0,0,0
718,1998-99,0.389,0.6,0.6,0,0.1,0.5
89,1998-99,0.429,0.381,1,0.333,0.4,0.75
1496,1998-99,0.35,0.269,1.3,0,0.1,0.778
710,1998-99,0,0,0,0,0,0
1521,1998-99,0,0,0,0,0,0
919,1998-99,1,0.25,1.3,0,0,0
952,1998-99,0.471,0.37,1.6,0.333,0.4,0.6
955,1998-99,0,0,1.3,0,0,0
1112,1998-99,0.438,0,0,0,0,0.667
961,1998-99,0.455,0.545,1,0,0,0.5
739,1998-99,0.565,0.36,1.1,0.6,0.2,0.75
777,1998-99,0.4,0,0.2,0,0.2,0
369,1998-99,0.478,0.25,0.3,0.2,0.2,0.625
1540,1998-99,0.455,0.5,0.2,0.5,0.2,0.5
221,1998-99,0,0,0,0,0,0.5
185,1998-99,0.542,0.381,0.9,0,0.1,0.4
82,1998-99,0.667,0.333,1,0,0,0
133,1998-99,0.567,0.28,0.8,0.333,0.4,0.944
28,1998-99,0.6,0,0.2,0,0,1
1545,1998-99,0.2,0,0,0,0,0
43,1998-99,0.333,0.333,0.5,0.333,0.5,1
1122,1998-99,0,0,0,0,0,0
1425,1998-99,0.667,0,0.3,0,0,0
1541,1998-99,0.571,0,0,0,0,1
677,1998-99,0.833,0.5,0.3,0,0,0.667
73,1998-99,0.25,0,0.3,0,0,0.5
1715,1998-99,0.607,0.333,0.9,0.188,0.6,0.75
420,1998-99,0.267,0,0.1,0,0,0.5
966,1998-99,0.353,0.333,0.4,0,0,1
1005,1998-99,0.533,0.333,0.4,0.333,0.2,1
722,1998-99,0.455,0.364,1,0,0,0.6
788,1998-99,0.5,0.4,0.5,0,0,0.7
766,1998-99,0,0,0,0,0,0
906,1998-99,0.429,0,0.4,0,0.1,0.75
953,1998-99,0.308,0.25,0.3,0,0,1
1505,1999-00,0.522,0.333,0.4,0,0,0.5
949,1999-00,0.282,0.435,1.2,0.2,0.3,0.813
724,1999-00,0,0,0,0,0,0.667
951,1999-00,0.477,0.414,1.3,0.214,0.3,0.806
1747,1999-00,0.5,0,1,0,0,0
680,1999-00,0.5,0.333,0.8,0,0,0.667
1507,1999-00,0.235,0.529,1,0.5,0.1,0.824
72,1999-00,0.419,0.386,1,0.2,0.2,0.909
98,1999-00,0.455,0.273,0.5,0.286,0.3,0
1000,1999-00,0.429,0.417,0.4,0.333,0.1,0.5
1512,1999-00,0.167,0.286,0.6,0,0,0.5
21,1999-00,0.76,0.5,0.2,1,0.1,0.8
769,1999-00,0.167,0.333,1,0.333,0.5,0.5
353,1999-00,0.415,0.318,1.1,0.188,0.4,0.875
1088,1999-00,0.424,0.4,0.8,0.125,0.2,0.5
278,1999-00,0.75,0,0.1,0,0,0
1134,1999-00,0.444,0.4,0.6,0,0,0.875
138,1999-00,0,0,0,0,0,0
1895,1999-00,0.5,0,0.3,0,0.3,0
1753,1999-00,0,0,1,0,0,0
452,1999-00,0.563,0.4,0.9,0,0,0.615
787,1999-00,0.2,0.222,0.9,0,0.5,0.667
344,1999-00,0.3,0.2,0.3,0,0.2,0.5
699,1999-00,0.529,0.429,0.6,0.353,0.5,0.778
1003,1999-00,0,0,0,0,0,0
468,1999-00,0.538,0.385,0.5,0.444,0.3,0.938
1499,1999-00,0.313,0.25,0.3,0,0,0.778
1736,1999-00,0,0,0.6,0,0,0
696,1999-00,0.724,0.538,0.4,0.5,0.1,0.846
1710,1999-00,0.282,0.278,0.9,0.25,0.2,0.632
1497,1999-00,1,0,0,0,0,0
302,1999-00,0.4,0.467,0.8,0.556,0.5,0.429
916,1999-00,0.333,0,0,0,0,0
177,1999-00,0.615,0.25,0.2,1,0,0.875
1564,1999-00,0,0,0,0,0,0
1916,1999-00,1,0,0,0,0,0
1953,1999-00,0,0.5,1,0,0,0
1898,1999-00,0.5,0,0,0,0,1
1477,1999-00,0.591,0.333,0.1,1,0,0
1763,1999-00,0.5,0,0,0,0,0
1863,1999-00,0,1,0.3,0,0,0
762,1999-00,0.48,1,0.2,0,0,1
1882,1999-00,0.342,0.477,1.2,0,0,0.591
210,1999-00,0.622,0.3,1.1,0.167,0.2,0.967
359,1999-00,0.667,0.5,0.7,0,0.2,0
244,1999-00,0.467,0.6,0.7,0.75,0.5,0.5
992,1999-00,0,0,0,0,0,0
136,1999-00,0.581,0.533,0.5,0,0,0.714
753,1999-00,0.5,0.308,0.7,0,0.1,0.714
1594,1999-00,0,0,0,0,0,0
977,1999-00,0.75,0.412,1.2,0.25,0.1,0.914
95,1999-00,0.471,0.5,0.2,0,0,0.75
1761,1999-00,0.652,0.5,0.6,1,0,0.667
146,1999-00,0.125,0,0.3,0,0.3,0.5
1934,1999-00,1,0,0,0,0,0
672,1999-00,0.231,0.3,0.8,0.25,0.6,0
197,1999-00,0.273,0.294,0.8,0.375,0.4,0.556
679,1999-00,0.313,0.3,0.6,0,0.1,0.727
262,1999-00,1,0,0,0,0,0
948,1999-00,0.692,0.556,0.3,0,0,0
922,1999-00,0.571,0.542,0.7,0,0.1,0.462
156,1999-00,0,0,0,0,0,0
713,1999-00,0.286,0.194,1.5,0.167,0.6,0.692
1853,1999-00,0.471,0.444,0.5,0,0.1,0.75
1713,1999-00,0.6,0.425,1.8,0.5,0.3,0.829
208,1999-00,0.512,0.405,0.9,0.2,0.2,0.824
1509,1999-00,0.444,0.643,0.8,0,0,0.65
76,1999-00,0.385,0.467,0.6,0,0,0.5
1911,1999-00,0,0,0,0,0,0
364,1999-00,0.412,0.294,1,0.111,0.5,0.778
384,1999-00,0.529,0.25,0.2,0.333,0.2,0
432,1999-00,0,0.5,0.7,0,0.3,0
164,1999-00,0.667,0.429,0.5,0.364,0.4,0.727
57,1999-00,0.667,0.429,0.5,0.286,0.2,0.905
1721,1999-00,0.423,0.667,0.1,0,0,0.429
1569,1999-00,0.571,0,0.1,0,0,0.5
934,1999-00,0.571,0.467,1.1,0.5,0.1,0.867
902,1999-00,0.423,0.105,0.7,0,0.2,0.833
895,1999-00,0.381,0.5,0.4,0,0,0
1544,1999-00,0.2,0,0.4,0,0.4,0
1506,1999-00,0.706,0.5,0.5,0.333,0.2,0.75
180,1999-00,0.625,0,0.4,0,0.3,1
187,1999-00,0.5,0.667,0.8,0,0,0
1907,1999-00,0.412,0.5,0.7,0.429,0.4,0.889
223,1999-00,0,0,0,0,0,0
209,1999-00,0.429,0.2,0.2,0.333,0.1,0.5
688,1999-00,0.464,0.333,0.1,0,0,1
956,1999-00,0,0,0,0,0,0
1498,1999-00,0.625,0.333,0.8,1,0.1,0
1600,1999-00,0,0,0.3,0,0.3,0
213,1999-00,0.545,0.556,0.5,0,0,0.64
1884,1999-00,0.5,0,0.1,0,0,0.75
905,1999-00,0.63,0.467,0.6,0,0,0.308
1023,1999-00,0.667,0.25,0.5,0.4,0.3,1
93,1999-00,0.452,0.364,0.4,0.429,0.2,1
707,1999-00,0,0,0,0,0,0
1729,1999-00,0.333,0.5,0.3,0,0,0
103,1999-00,0.467,0.583,0.8,0.571,0.5,0.7
692,1999-00,0.389,0.375,0.4,0,0,0.5
219,1999-00,0.238,1,0,0,0,0
960,1999-00,0.25,0.286,0.9,0,0.1,0.333
1760,1999-00,1,1,1,0,0,0
1722,1999-00,0.282,0.326,1.1,0.25,0.3,0.833
124,1999-00,0.5,0.333,0.6,0,0,0.545
1720,1999-00,0.333,0.375,0.4,0,0,1
428,1999-00,0,0,0.3,0,0,0
1724,1999-00,0.25,0.286,0.6,0.667,0.3,0.75
201,1999-00,0.667,0,0,0,0,0
1495,1999-00,0.515,0.432,1.3,0,0.1,0.68
458,1999-00,0.579,0.5,0.7,0.167,0.3,0.75
1918,1999-00,0,1,0.3,0,0,0
53,1999-00,0.536,0.357,0.5,0.333,0.3,0.85
251,1999-00,0.75,0,0,0,0,0.5
107,1999-00,0.364,0.667,0.3,0.5,0.2,0
111,1999-00,0.357,0.412,1.2,0,0.1,0.75
442,1999-00,0,0,0,0,0,0
1915,1999-00,0.5,0,0,0,0,0
121,1999-00,0.786,0.386,1.6,0,0,0.842
1108,1999-00,0,0.5,0.6,0,0.1,0
994,1999-00,0.233,0.5,0.2,0,0,0.571
198,1999-00,0.36,0.429,0.3,0.4,0.2,1
714,1999-00,0.476,0.396,1.3,0.333,0.3,0.793
965,1999-00,0.813,0.357,0.9,0.333,0.6,0.875
1504,1999-00,0.4,0,0,0,0,0.25
323,1999-00,0.75,0,0,0,0,0.667
1902,1999-00,0.5,0,0,0,0,0
296,1999-00,0.722,0.4,0.3,0.667,0.2,0
1502,1999-00,0.375,0,0,0,0,0.25
1883,1999-00,0.378,0.447,1,0.111,0.2,0.778
957,1999-00,1,0,0,0,0,0
1444,1999-00,0.5,1,0.5,0,0,0.5
708,1999-00,0.636,0.588,1.5,0.2,0.1,0.75
1051,1999-00,1,0,0,0,0,0
1727,1999-00,0.385,0.419,0.8,0.462,0.3,0.5
423,1999-00,0.345,0.364,0.8,0.333,0.1,0.667
761,1999-00,0.75,0.308,0.8,0,0,1
1904,1999-00,0.667,0.5,0.7,0.5,0.7,0
383,1999-00,0.324,0.364,0.6,0,0.1,0.615
288,1999-00,0.583,0.8,0.4,0,0,0
1901,1999-00,0.667,0,0,0,0,0
258,1999-00,0.65,0.667,0.3,0,0,0.714
270,1999-00,0.543,0.636,0.3,0,0,0.5
1070,1999-00,0,0,0,0,0,0
920,1999-00,0.857,0.667,0.4,0,0,0.5
1559,1999-00,0.448,0.5,0.4,0.5,0.1,1
339,1999-00,0.619,0.313,0.8,0,0,0.4
1032,1999-00,0.5,0,0.1,0,0,0
1888,1999-00,0.462,0.412,1.3,0.6,0.4,0.571
676,1999-00,0,0,0,0,0,1
67,1999-00,0.5,0,0.3,0,0,0.2
358,1999-00,0.607,0.389,0.6,0,0.2,0.762
896,1999-00,0.632,0.348,1.2,0.286,0.4,0.75
166,1999-00,0.667,0.25,0.2,0,0.1,0.6
1723,1999-00,1,1,2,1,2,1
1733,1999-00,0.6,0,0.2,0,0.2,1
970,1999-00,0.242,0.188,0.5,0,0,0.875
446,1999-00,0.267,0.5,0.7,0.5,0.1,0.6
765,1999-00,0.348,0.4,0.4,0.5,0.2,0.909
673,1999-00,0.441,0.462,0.4,0,0,0.727
1538,1999-00,0.524,0.5,0.3,0,0,0.875
1914,1999-00,0.4,0,0.4,0,0.2,0
255,1999-00,0.514,0.396,1.4,0,0.1,0.857
238,1999-00,0.647,0.313,0.5,0,0,0.875
697,1999-00,0.214,0,0.3,0,0.1,0.5
204,1999-00,0.593,0.889,0.3,0.857,0.3,1
109,1999-00,0.75,0.533,0.5,0.167,0.2,1
275,1999-00,0.692,0.333,1,0.182,0.3,0.718
436,1999-00,0.421,0.5,0.8,0,0,0.688
1607,1999-00,0.353,0.333,0.9,0,0.2,0.714
1716,1999-00,0.273,0.286,0.6,0.25,0.2,0.6
1965,1999-00,0,0,0,0,0,0
283,1999-00,0.475,0.324,0.9,0.238,0.5,0.842
947,1999-00,0.595,0.325,1.9,0.25,0.4,0.69
1517,1999-00,0.688,0.625,0.5,0,0.1,1
1114,1999-00,0.45,0.077,0.7,0.111,0.5,0.667
1983,1999-00,1,0,0,0,0,0
754,1999-00,0.429,0.298,1.3,0.2,0.3,0.92
349,1999-00,0.55,0.571,0.7,0.5,0.5,1
1734,1999-00,0.25,1,0.1,0,0,0
1712,1999-00,0.308,0.444,0.7,0,0,0.667
1533,1999-00,0.714,0,0,0,0,0
422,1999-00,0.5,0.444,0.8,0,0,0.75
911,1999-00,0.488,0.5,0.1,0,0,0.571
134,1999-00,0.667,0,0,0,0,0
913,1999-00,0.786,0.7,0.4,0.4,0.2,0.813
1869,1999-00,0.375,0,0.3,0,0.1,0
1800,1999-00,0.231,0.25,0.3,0,0.2,0
224,1999-00,0.6,0.593,0.8,0.857,0.2,0.879
674,1999-00,0.444,1,0.1,0,0,0
228,1999-00,0.5,0,0.2,0,0,0
431,1999-00,0.476,0.333,1.1,0,0,0.792
70,1999-00,0,0,0,0,0,0
760,1999-00,0.6,0.5,0.4,0,0,0
467,1999-00,0.545,0.278,1.1,0.154,0.4,0.848
1562,1999-00,0.455,0.25,0.4,0,0,1
954,1999-00,0.423,0.357,0.5,0.4,0.2,0.667
1510,1999-00,0.516,0.444,0.9,0,0.1,0.75
969,1999-00,0,0,0,0,0,0
389,1999-00,0.545,0.368,0.9,0.375,0.4,0.786
1711,1999-00,0.464,0.5,0.8,0.625,0.3,0.636
363,1999-00,0.486,0.364,0.6,0,0.1,0.7
457,1999-00,0.5,0,0.5,0,0,0
1892,1999-00,1,0,0.5,0,0.5,0
100,1999-00,0,0,0,0,0,0
702,1999-00,0.52,0.471,0.7,0.4,0.4,0.571
1900,1999-00,0.5,0.5,3,1,1,1
1740,1999-00,0.429,0.625,0.6,0.667,0.2,0.667
988,1999-00,0.333,0.2,0.8,1,0.2,0
3,1999-00,0.286,0.6,0.4,0,0,0
26,1999-00,0.625,0.667,0.4,0,0,0.5
1732,1999-00,0.667,0.667,0.5,0,0,0
248,1999-00,0.591,0.65,0.5,0,0,0.357
1928,1999-00,0.667,0,0,0,0,0
931,1999-00,0,0,0,0,0,0
694,1999-00,0,0.25,2,0.333,1.5,0
1894,1999-00,0.444,0,0,0,0,0
105,1999-00,0.581,0.522,0.7,0.474,0.6,0.667
252,1999-00,0.639,0.469,1.4,0,0.1,0.923
1074,1999-00,0.263,0.143,0.4,0,0.1,0.667
330,1999-00,0.636,1,0.4,0,0,0
950,1999-00,0.35,0.429,1.9,0.25,0.3,0.737
1890,1999-00,0.5,0.2,0.4,0,0.1,1
681,1999-00,0,0,0,0,0,0
923,1999-00,0.375,0.222,1.1,0.25,0.3,0.875
239,1999-00,0.667,0,0.1,0,0.1,0.889
469,1999-00,0.548,0.536,0.9,0.4,0.2,0.813
193,1999-00,0.575,0.25,0.3,0,0,0.75
137,1999-00,0.533,0.333,0.8,0.429,0.5,0.818
962,1999-00,0.571,0,0.1,0,0.1,0
45,1999-00,0.419,0.296,0.9,0.294,0.5,0.765
1741,1999-00,0.25,0,0.3,0,0,0.667
686,1999-00,0.412,0.6,0.6,0,0,0.75
1503,1999-00,0.656,0.529,0.5,0,0,0.625
29,1999-00,0.333,0,0.2,0,0,0.5
976,1999-00,0.25,0.5,0.3,0.5,0.3,1
365,1999-00,0.929,0,0.1,0,0.1,1
243,1999-00,0.617,0.382,0.7,0.5,0.1,0.857
1728,1999-00,0.545,0.25,0.4,0,0.1,0.5
1500,1999-00,0.478,0.238,0.9,0,0.1,0.7
1889,1999-00,0.429,0.348,0.8,0,0.1,0.625
292,1999-00,0.6,0,0,0,0,0.75
1802,1999-00,0.667,0,0,0,0,0.5
932,1999-00,0.643,0.667,0.2,0,0,0
397,1999-00,0.694,0.323,0.9,0.364,0.3,0.967
168,1999-00,0.286,0.5,0.6,0,0,0.5
371,1999-00,0.318,0.3,0.5,0.333,0.4,0
417,1999-00,0.714,0.333,0.4,1,0.1,0.8
1749,1999-00,0.359,0.333,1.1,0.214,0.4,0.913
376,1999-00,0.667,0,0,0,0,0
1630,1999-00,0.25,0,0,0,0,0
297,1999-00,0.594,0.438,1,0,0,0.586
904,1999-00,0.667,1,0.7,1,0.7,0
785,1999-00,0.333,0.5,0.3,0,0,1
49,1999-00,0,0,0,0,0,0
441,1999-00,0.421,0.5,0.7,0.583,0.3,0.6
145,1999-00,0.29,0.571,0.5,0.444,0.3,0.8
87,1999-00,0.405,0.417,0.3,0,0,0.76
959,1999-00,0.65,0.4,0.5,0.5,0.2,0.75
1838,1999-00,0.391,0.267,0.7,0.5,0.2,1
1725,1999-00,0.533,0,0.1,0,0,0
271,1999-00,0.207,0.364,0.4,0.167,0.2,0.5
983,1999-00,0.4,1,0.2,0,0,0.75
1717,1999-00,0.436,0.407,0.7,0.429,0.4,0.818
979,1999-00,1,0,0,0,0,0
406,1999-00,0.742,0.643,0.9,0,0,0.655
891,1999-00,0.611,0.556,0.5,0.25,0.1,0.818
1885,1999-00,0.385,0.467,0.6,0.5,0.2,0.724
165,1999-00,0.077,0.5,1.1,0,0,0.5
1563,1999-00,1,0,0.5,0,0,0.5
1709,1999-00,0.417,0.667,0.1,0,0,1
731,1999-00,0.682,0.25,0.2,0,0,1
448,1999-00,0.441,0.25,0.1,0,0,0.231
77,1999-00,0.75,0,0,0,0,0
182,1999-00,0.533,0,0.1,0,0,0.5
123,1999-00,0.5,0.2,0.8,0,0.3,1
1909,1999-00,0,0,1,0,0,0
1960,1999-00,0.333,0,0,0,0,0
1515,1999-00,0,1,0.3,0,0,0
685,1999-00,0.25,0,0,0,0,0
1754,1999-00,0,0,0,0,0,0
1739,1999-00,0.5,0.5,0.1,0,0,0.778
56,1999-00,0.568,0.377,1.4,0.3,0.5,0.704
324,1999-00,0.611,0.35,0.6,0.273,0.3,0.929
781,1999-00,0.2,0,0,0,0,0.5
64,1999-00,0.652,0.5,0.3,0.333,0.1,0
386,1999-00,0.111,0.333,1,0,0,0.667
456,1999-00,0.571,0.286,0.5,0.286,0.5,0.5
445,1999-00,0.276,0.444,0.3,0.429,0.2,0
184,1999-00,0.417,0.35,1.7,0,0.6,0.75
15,1999-00,0.381,0.75,0.2,0.5,0.1,1
1718,1999-00,0.436,0.342,1,0.385,0.3,0.857
937,1999-00,0.65,0.462,1,0.5,0.5,0.643
1513,1999-00,0.273,1,0.4,0,0,0
178,1999-00,0.5,1,0.3,0,0,0
345,1999-00,0.469,0.524,0.7,0.5,0.4,0.727
1899,1999-00,0.522,0.444,0.4,0.6,0.2,0.75
958,1999-00,0.387,0.417,0.4,0,0,0.692
85,1999-00,0,0,0,0,0,0
1919,1999-00,1,0,0,0,0,0
1893,1999-00,0,0,0,0,0,0
689,1999-00,0.548,0.556,0.6,0,0,0.444
735,1999-00,0.375,0.4,0.9,0,0,0.75
690,1999-00,0.375,1,0.1,0,0,0.5
462,1999-00,0.5,0.5,0.3,0,0,1
779,1999-00,0.759,0.385,0.9,0.5,0.1,0.933
782,1999-00,0.424,0.343,1.1,0.231,0.4,0.963
375,1999-00,0.44,0.346,1,0.333,0.2,0.85
361,1999-00,0.553,0.4,0.8,0.167,0.3,0.813
764,1999-00,0.486,0.52,0.7,0,0,0.568
1944,1999-00,0.4,0.143,0.7,0,0.2,0.5
299,1999-00,0.512,0.484,1.4,0.333,0.3,0.688
23,1999-00,0.5,0.667,0.8,0,0,0
435,1999-00,0.167,0.333,0.5,0,0,0.667
915,1999-00,0.568,0.458,0.6,0.667,0.3,0.778
964,1999-00,1,0,0,0,0,0.5
399,1999-00,0.429,0,0,0,0,0.5
147,1999-00,0.667,0.231,0.4,0.5,0.1,0.826
990,1999-00,0.429,1,0.1,1,0.1,0
1913,1999-00,0.583,0,0,0,0,0
935,1999-00,0.639,0.278,0.5,0.286,0.2,0.8
